"","Eye","Head","Neck","Back","Trunk","Shoulder","Arm","Wrist","Hand(s)","Hand(s), except finger(s)","Finger(s), fingernail(s)","Upper extremities","Knee","Ankle","Foot","Toe, toenail","Lower extremities","Body systems","Multiple","all other","value"
"1481",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1482",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1483",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1484",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1485",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1486",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1487",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1488",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1489",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1490",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1491",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1492",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1493",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1494",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1495",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1496",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1497",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1498",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1499",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1500",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1501",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1502",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1503",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1504",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1505",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1506",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1507",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1508",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1509",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1510",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1511",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1512",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1513",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1514",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1515",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1516",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1517",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1518",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1519",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1520",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1521",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"1522",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1523",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1524",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1525",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1526",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1527",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1528",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1529",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1530",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1531",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1532",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1533",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1534",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1535",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"1536",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1537",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1538",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1539",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1540",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1541",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1542",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1543",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1544",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1545",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1546",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1547",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1548",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1549",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1550",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1551",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1552",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"1553",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1554",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1555",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1556",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1557",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1558",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1559",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1560",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1561",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1562",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1563",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1564",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1565",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1566",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1567",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1568",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1569",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1570",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1571",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1572",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1573",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1574",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1575",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1576",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1577",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1578",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1579",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1580",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"1581",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1582",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1583",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1584",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1585",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1586",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1587",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1588",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1589",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
"1590",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1591",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1592",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1593",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1594",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1595",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1596",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1597",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1598",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1599",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1600",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1601",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1602",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1603",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1604",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1605",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1606",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1607",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1608",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1609",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1610",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1611",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1612",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1613",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1614",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1615",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1616",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1617",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1618",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1619",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1620",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1621",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1622",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1623",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1624",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1625",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1626",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1627",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1628",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1629",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1630",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1631",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1632",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
"1633",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1634",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1635",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1636",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1637",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1638",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1639",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1640",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1641",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1642",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1643",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1644",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1645",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1646",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"1647",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1648",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1649",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1650",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1651",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1652",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1653",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1654",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"1655",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1656",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1657",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1658",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1659",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1660",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1661",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1662",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1663",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1664",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1665",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1666",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1667",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1668",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1669",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1670",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1671",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1672",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1673",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1674",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1675",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1676",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1677",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1678",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1679",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1680",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
"1681",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1682",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"1683",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1684",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1685",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1686",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1687",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1688",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1689",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1690",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1691",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1692",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"1693",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1694",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1695",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1696",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1697",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"1698",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"1699",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1700",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1701",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"1702",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1703",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1704",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1705",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1706",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1707",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1708",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1709",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1710",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"1711",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1712",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1713",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1714",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1715",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1716",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1717",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1718",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1719",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1720",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1721",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1722",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1723",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1724",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1725",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1726",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1727",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1728",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1729",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1730",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1731",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"1732",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1733",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"1734",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1735",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1736",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1737",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1738",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1739",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"1740",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1741",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1742",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1743",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1744",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1745",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1746",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1747",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1748",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1749",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1750",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
"1751",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1752",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1753",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1754",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1755",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1756",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
"1757",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1758",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1759",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1760",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"1761",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1762",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1763",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1764",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1765",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1766",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1767",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1768",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1769",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
"1770",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"1771",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1772",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1773",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1774",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1775",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1776",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1777",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
"1778",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1779",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1780",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1781",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
