"","16-19","20-24","25-34","35-44","45-54","55-64","65+","value"
"194",1,0,0,0,0,0,0,2
"195",1,0,0,0,0,0,0,4
"196",1,0,0,0,0,0,0,2
"197",1,0,0,0,0,0,0,15
"198",1,0,0,0,0,0,0,5
"199",1,0,0,0,0,0,0,5
"200",1,0,0,0,0,0,0,4
"201",1,0,0,0,0,0,0,20
"202",1,0,0,0,0,0,0,5
"203",1,0,0,0,0,0,0,1
"204",1,0,0,0,0,0,0,2
"205",1,0,0,0,0,0,0,4
"206",1,0,0,0,0,0,0,2
"207",1,0,0,0,0,0,0,6
"208",1,0,0,0,0,0,0,5
"209",1,0,0,0,0,0,0,2
"210",1,0,0,0,0,0,0,1
"211",1,0,0,0,0,0,0,2
"212",1,0,0,0,0,0,0,5
"213",1,0,0,0,0,0,0,6
"214",1,0,0,0,0,0,0,1
"215",1,0,0,0,0,0,0,5
"216",1,0,0,0,0,0,0,15
"217",1,0,0,0,0,0,0,3
"218",1,0,0,0,0,0,0,3
"219",1,0,0,0,0,0,0,11
"220",1,0,0,0,0,0,0,3
"221",1,0,0,0,0,0,0,5
"222",1,0,0,0,0,0,0,5
"223",1,0,0,0,0,0,0,3
"224",1,0,0,0,0,0,0,6
"225",1,0,0,0,0,0,0,2
"226",1,0,0,0,0,0,0,3
"227",1,0,0,0,0,0,0,3
"228",1,0,0,0,0,0,0,7
"229",1,0,0,0,0,0,0,6
"230",1,0,0,0,0,0,0,5
"231",1,0,0,0,0,0,0,4
"232",1,0,0,0,0,0,0,3
"233",1,0,0,0,0,0,0,2
"234",1,0,0,0,0,0,0,2
"235",1,0,0,0,0,0,0,2
"236",1,0,0,0,0,0,0,3
"237",1,0,0,0,0,0,0,2
"238",1,0,0,0,0,0,0,2
"239",1,0,0,0,0,0,0,7
"240",1,0,0,0,0,0,0,5
"241",1,0,0,0,0,0,0,2
"242",1,0,0,0,0,0,0,9
"243",1,0,0,0,0,0,0,10
"244",1,0,0,0,0,0,0,7
"245",1,0,0,0,0,0,0,8
"246",1,0,0,0,0,0,0,8
"247",1,0,0,0,0,0,0,10
"248",1,0,0,0,0,0,0,2
"249",1,0,0,0,0,0,0,1
"250",1,0,0,0,0,0,0,1
"251",1,0,0,0,0,0,0,4
"252",1,0,0,0,0,0,0,4
"253",1,0,0,0,0,0,0,3
"254",1,0,0,0,0,0,0,2
"255",1,0,0,0,0,0,0,3
"256",1,0,0,0,0,0,0,2
"257",1,0,0,0,0,0,0,4
"258",1,0,0,0,0,0,0,3
"259",1,0,0,0,0,0,0,3
"260",1,0,0,0,0,0,0,1
"261",1,0,0,0,0,0,0,1
"262",1,0,0,0,0,0,0,3
"263",1,0,0,0,0,0,0,6
"264",1,0,0,0,0,0,0,2
"265",1,0,0,0,0,0,0,3
"266",1,0,0,0,0,0,0,3
"267",1,0,0,0,0,0,0,3
"268",1,0,0,0,0,0,0,3
"269",1,0,0,0,0,0,0,4
"270",1,0,0,0,0,0,0,5
"271",1,0,0,0,0,0,0,4
"272",1,0,0,0,0,0,0,2
"273",1,0,0,0,0,0,0,2
"274",1,0,0,0,0,0,0,2
"275",1,0,0,0,0,0,0,7
"276",1,0,0,0,0,0,0,3
"277",1,0,0,0,0,0,0,3
"278",1,0,0,0,0,0,0,4
"279",1,0,0,0,0,0,0,1
"280",1,0,0,0,0,0,0,5
"281",1,0,0,0,0,0,0,3
"282",1,0,0,0,0,0,0,2
"283",1,0,0,0,0,0,0,8
"284",1,0,0,0,0,0,0,2
"285",1,0,0,0,0,0,0,4
"286",1,0,0,0,0,0,0,1
"287",0,1,0,0,0,0,0,2
"288",0,1,0,0,0,0,0,4
"289",0,1,0,0,0,0,0,2
"290",0,1,0,0,0,0,0,6
"291",0,1,0,0,0,0,0,3
"292",0,1,0,0,0,0,0,6
"293",0,1,0,0,0,0,0,4
"294",0,1,0,0,0,0,0,2
"295",0,1,0,0,0,0,0,4
"296",0,1,0,0,0,0,0,7
"297",0,1,0,0,0,0,0,1
"298",0,1,0,0,0,0,0,82
"299",0,1,0,0,0,0,0,11
"300",0,1,0,0,0,0,0,1
"301",0,1,0,0,0,0,0,3
"302",0,1,0,0,0,0,0,5
"303",0,1,0,0,0,0,0,6
"304",0,1,0,0,0,0,0,2
"305",0,1,0,0,0,0,0,24
"306",0,1,0,0,0,0,0,6
"307",0,1,0,0,0,0,0,3
"308",0,1,0,0,0,0,0,4
"309",0,1,0,0,0,0,0,5
"310",0,1,0,0,0,0,0,5
"311",0,1,0,0,0,0,0,9
"312",0,1,0,0,0,0,0,2
"313",0,1,0,0,0,0,0,2
"314",0,1,0,0,0,0,0,2
"315",0,1,0,0,0,0,0,4
"316",0,1,0,0,0,0,0,2
"317",0,1,0,0,0,0,0,6
"318",0,1,0,0,0,0,0,3
"319",0,1,0,0,0,0,0,6
"320",0,1,0,0,0,0,0,4
"321",0,1,0,0,0,0,0,2
"322",0,1,0,0,0,0,0,2
"323",0,1,0,0,0,0,0,6
"324",0,1,0,0,0,0,0,2
"325",0,1,0,0,0,0,0,2
"326",0,1,0,0,0,0,0,13
"327",0,1,0,0,0,0,0,4
"328",0,1,0,0,0,0,0,4
"329",0,1,0,0,0,0,0,3
"330",0,1,0,0,0,0,0,1
"331",0,1,0,0,0,0,0,8
"332",0,1,0,0,0,0,0,2
"333",0,1,0,0,0,0,0,3
"334",0,1,0,0,0,0,0,4
"335",0,1,0,0,0,0,0,5
"336",0,1,0,0,0,0,0,5
"337",0,1,0,0,0,0,0,4
"338",0,1,0,0,0,0,0,3
"339",0,1,0,0,0,0,0,3
"340",0,1,0,0,0,0,0,5
"341",0,1,0,0,0,0,0,14
"342",0,1,0,0,0,0,0,13
"343",0,1,0,0,0,0,0,13
"344",0,1,0,0,0,0,0,14
"345",0,1,0,0,0,0,0,6
"346",0,1,0,0,0,0,0,82
"347",0,1,0,0,0,0,0,11
"348",0,1,0,0,0,0,0,1
"349",0,1,0,0,0,0,0,3
"350",0,1,0,0,0,0,0,5
"351",0,1,0,0,0,0,0,2
"352",0,1,0,0,0,0,0,6
"353",0,1,0,0,0,0,0,2
"354",0,1,0,0,0,0,0,24
"355",0,1,0,0,0,0,0,5
"356",0,1,0,0,0,0,0,3
"357",0,1,0,0,0,0,0,2
"358",0,1,0,0,0,0,0,3
"359",0,1,0,0,0,0,0,4
"360",0,1,0,0,0,0,0,3
"361",0,1,0,0,0,0,0,1
"362",0,1,0,0,0,0,0,7
"363",0,1,0,0,0,0,0,2
"364",0,1,0,0,0,0,0,4
"365",0,1,0,0,0,0,0,2
"366",0,1,0,0,0,0,0,4
"367",0,1,0,0,0,0,0,16
"368",0,1,0,0,0,0,0,10
"369",0,1,0,0,0,0,0,6
"370",0,1,0,0,0,0,0,4
"371",0,1,0,0,0,0,0,23
"372",0,1,0,0,0,0,0,6
"373",0,1,0,0,0,0,0,12
"374",0,1,0,0,0,0,0,6
"375",0,1,0,0,0,0,0,4
"376",0,1,0,0,0,0,0,6
"377",0,1,0,0,0,0,0,2
"378",0,1,0,0,0,0,0,2
"379",0,1,0,0,0,0,0,6
"380",0,1,0,0,0,0,0,3
"381",0,1,0,0,0,0,0,3
"382",0,1,0,0,0,0,0,10
"383",0,1,0,0,0,0,0,8
"384",0,1,0,0,0,0,0,7
"385",0,1,0,0,0,0,0,9
"386",0,1,0,0,0,0,0,3
"387",0,1,0,0,0,0,0,1
"388",0,1,0,0,0,0,0,2
"389",0,1,0,0,0,0,0,2
"390",0,1,0,0,0,0,0,25
"391",0,1,0,0,0,0,0,2
"392",0,1,0,0,0,0,0,2
"393",0,1,0,0,0,0,0,8
"394",0,1,0,0,0,0,0,2
"395",0,1,0,0,0,0,0,13
"396",0,1,0,0,0,0,0,7
"397",0,1,0,0,0,0,0,3
"398",0,1,0,0,0,0,0,3
"399",0,1,0,0,0,0,0,9
"400",0,1,0,0,0,0,0,2
"401",0,1,0,0,0,0,0,4
"402",0,1,0,0,0,0,0,3
"403",0,1,0,0,0,0,0,3
"404",0,1,0,0,0,0,0,3
"405",0,1,0,0,0,0,0,3
"406",0,1,0,0,0,0,0,2
"407",0,1,0,0,0,0,0,6
"408",0,1,0,0,0,0,0,11
"409",0,1,0,0,0,0,0,5
"410",0,1,0,0,0,0,0,2
"411",0,1,0,0,0,0,0,7
"412",0,1,0,0,0,0,0,1
"413",0,1,0,0,0,0,0,8
"414",0,1,0,0,0,0,0,3
"415",0,1,0,0,0,0,0,6
"416",0,1,0,0,0,0,0,4
"417",0,1,0,0,0,0,0,3
"418",0,1,0,0,0,0,0,4
"419",0,1,0,0,0,0,0,5
"420",0,1,0,0,0,0,0,5
"421",0,1,0,0,0,0,0,6
"422",0,1,0,0,0,0,0,4
"423",0,1,0,0,0,0,0,3
"424",0,1,0,0,0,0,0,10
"425",0,1,0,0,0,0,0,3
"426",0,1,0,0,0,0,0,5
"427",0,1,0,0,0,0,0,25
"428",0,1,0,0,0,0,0,12
"429",0,1,0,0,0,0,0,6
"430",0,1,0,0,0,0,0,14
"431",0,1,0,0,0,0,0,4
"432",0,1,0,0,0,0,0,3
"433",0,1,0,0,0,0,0,6
"434",0,1,0,0,0,0,0,2
"435",0,1,0,0,0,0,0,27
"436",0,1,0,0,0,0,0,9
"437",0,1,0,0,0,0,0,8
"438",0,1,0,0,0,0,0,9
"439",0,1,0,0,0,0,0,2
"440",0,1,0,0,0,0,0,3
"441",0,1,0,0,0,0,0,6
"442",0,1,0,0,0,0,0,7
"443",0,1,0,0,0,0,0,3
"444",0,1,0,0,0,0,0,5
"445",0,1,0,0,0,0,0,41
"446",0,1,0,0,0,0,0,14
"447",0,1,0,0,0,0,0,13
"448",0,1,0,0,0,0,0,13
"449",0,1,0,0,0,0,0,14
"450",0,1,0,0,0,0,0,6
"451",0,1,0,0,0,0,0,32
"452",0,1,0,0,0,0,0,1
"453",0,1,0,0,0,0,0,3
"454",0,1,0,0,0,0,0,82
"455",0,1,0,0,0,0,0,11
"456",0,1,0,0,0,0,0,1
"457",0,1,0,0,0,0,0,2
"458",0,1,0,0,0,0,0,5
"459",0,1,0,0,0,0,0,2
"460",0,1,0,0,0,0,0,2
"461",0,1,0,0,0,0,0,4
"462",0,1,0,0,0,0,0,4
"463",0,1,0,0,0,0,0,6
"464",0,1,0,0,0,0,0,4
"465",0,1,0,0,0,0,0,3
"466",0,1,0,0,0,0,0,2
"467",0,1,0,0,0,0,0,2
"468",0,1,0,0,0,0,0,8
"469",0,1,0,0,0,0,0,1
"470",0,1,0,0,0,0,0,10
"471",0,1,0,0,0,0,0,10
"472",0,1,0,0,0,0,0,3
"473",0,1,0,0,0,0,0,7
"474",0,1,0,0,0,0,0,7
"475",0,1,0,0,0,0,0,10
"476",0,1,0,0,0,0,0,2
"477",0,1,0,0,0,0,0,1
"478",0,1,0,0,0,0,0,24
"479",0,1,0,0,0,0,0,3
"480",0,1,0,0,0,0,0,5
"481",0,1,0,0,0,0,0,2
"482",0,1,0,0,0,0,0,2
"483",0,1,0,0,0,0,0,3
"484",0,1,0,0,0,0,0,4
"485",0,1,0,0,0,0,0,3
"486",0,1,0,0,0,0,0,8
"487",0,1,0,0,0,0,0,30
"488",0,1,0,0,0,0,0,3
"489",0,1,0,0,0,0,0,21
"490",0,1,0,0,0,0,0,5
"491",0,1,0,0,0,0,0,4
"492",0,1,0,0,0,0,0,2
"493",0,1,0,0,0,0,0,13
"494",0,1,0,0,0,0,0,3
"495",0,1,0,0,0,0,0,3
"496",0,1,0,0,0,0,0,5
"497",0,1,0,0,0,0,0,5
"498",0,1,0,0,0,0,0,5
"499",0,1,0,0,0,0,0,2
"500",0,1,0,0,0,0,0,9
"501",0,1,0,0,0,0,0,4
"502",0,1,0,0,0,0,0,2
"503",0,1,0,0,0,0,0,18
"504",0,1,0,0,0,0,0,3
"505",0,1,0,0,0,0,0,7
"506",0,1,0,0,0,0,0,2
"507",0,1,0,0,0,0,0,3
"508",0,1,0,0,0,0,0,2
"509",0,1,0,0,0,0,0,4
"510",0,1,0,0,0,0,0,2
"511",0,1,0,0,0,0,0,4
"512",0,1,0,0,0,0,0,4
"513",0,1,0,0,0,0,0,2
"514",0,1,0,0,0,0,0,43
"515",0,1,0,0,0,0,0,5
"516",0,1,0,0,0,0,0,7
"517",0,1,0,0,0,0,0,2
"518",0,1,0,0,0,0,0,3
"519",0,1,0,0,0,0,0,2
"520",0,1,0,0,0,0,0,30
"521",0,1,0,0,0,0,0,5
"522",0,1,0,0,0,0,0,14
"523",0,1,0,0,0,0,0,28
"524",0,1,0,0,0,0,0,5
"525",0,1,0,0,0,0,0,7
"526",0,1,0,0,0,0,0,10
"527",0,1,0,0,0,0,0,2
"528",0,1,0,0,0,0,0,1
"529",0,1,0,0,0,0,0,15
"530",0,1,0,0,0,0,0,7
"531",0,1,0,0,0,0,0,2
"532",0,1,0,0,0,0,0,8
"533",0,1,0,0,0,0,0,3
"534",0,1,0,0,0,0,0,34
"535",0,1,0,0,0,0,0,6
"536",0,1,0,0,0,0,0,4
"537",0,1,0,0,0,0,0,3
"538",0,1,0,0,0,0,0,1
"539",0,1,0,0,0,0,0,10
"540",0,1,0,0,0,0,0,1
"541",0,1,0,0,0,0,0,3
"542",0,1,0,0,0,0,0,5
"543",0,1,0,0,0,0,0,2
"544",0,1,0,0,0,0,0,5
"545",0,1,0,0,0,0,0,11
"546",0,1,0,0,0,0,0,7
"547",0,1,0,0,0,0,0,35
"548",0,1,0,0,0,0,0,3
"549",0,1,0,0,0,0,0,2
"550",0,1,0,0,0,0,0,2
"551",0,1,0,0,0,0,0,8
"552",0,1,0,0,0,0,0,7
"553",0,1,0,0,0,0,0,1
"554",0,1,0,0,0,0,0,3
"555",0,1,0,0,0,0,0,11
"556",0,1,0,0,0,0,0,5
"557",0,1,0,0,0,0,0,8
"558",0,1,0,0,0,0,0,5
"559",0,1,0,0,0,0,0,34
"560",0,1,0,0,0,0,0,3
"561",0,1,0,0,0,0,0,3
"562",0,1,0,0,0,0,0,3
"563",0,1,0,0,0,0,0,2
"564",0,1,0,0,0,0,0,3
"565",0,1,0,0,0,0,0,5
"566",0,1,0,0,0,0,0,3
"567",0,1,0,0,0,0,0,6
"568",0,1,0,0,0,0,0,2
"569",0,1,0,0,0,0,0,5
"570",0,1,0,0,0,0,0,2
"571",0,1,0,0,0,0,0,2
"572",0,1,0,0,0,0,0,6
"573",0,1,0,0,0,0,0,4
"574",0,1,0,0,0,0,0,10
"575",0,1,0,0,0,0,0,1
"576",0,1,0,0,0,0,0,1
"577",0,1,0,0,0,0,0,8
"578",0,1,0,0,0,0,0,7
"579",0,1,0,0,0,0,0,3
"580",0,1,0,0,0,0,0,5
"581",0,1,0,0,0,0,0,14
"582",0,1,0,0,0,0,0,3
"583",0,1,0,0,0,0,0,12
"584",0,1,0,0,0,0,0,2
"585",0,1,0,0,0,0,0,2
"586",0,1,0,0,0,0,0,4
"587",0,1,0,0,0,0,0,4
"588",0,1,0,0,0,0,0,10
"589",0,1,0,0,0,0,0,3
"590",0,1,0,0,0,0,0,3
"591",0,1,0,0,0,0,0,7
"592",0,1,0,0,0,0,0,4
"593",0,1,0,0,0,0,0,3
"594",0,1,0,0,0,0,0,12
"595",0,1,0,0,0,0,0,3
"596",0,1,0,0,0,0,0,4
"597",0,1,0,0,0,0,0,4
"598",0,1,0,0,0,0,0,7
"599",0,1,0,0,0,0,0,10
"600",0,1,0,0,0,0,0,7
"601",0,1,0,0,0,0,0,5
"602",0,1,0,0,0,0,0,3
"603",0,1,0,0,0,0,0,3
"604",0,1,0,0,0,0,0,2
"605",0,1,0,0,0,0,0,5
"606",0,1,0,0,0,0,0,3
"607",0,1,0,0,0,0,0,7
"608",0,1,0,0,0,0,0,4
"609",0,1,0,0,0,0,0,2
"610",0,1,0,0,0,0,0,2
"611",0,1,0,0,0,0,0,8
"612",0,1,0,0,0,0,0,7
"613",0,1,0,0,0,0,0,3
"614",0,1,0,0,0,0,0,2
"615",0,1,0,0,0,0,0,2
"616",0,1,0,0,0,0,0,1
"617",0,1,0,0,0,0,0,3
"618",0,1,0,0,0,0,0,3
"619",0,1,0,0,0,0,0,2
"620",0,1,0,0,0,0,0,4
"621",0,1,0,0,0,0,0,4
"622",0,1,0,0,0,0,0,5
"623",0,1,0,0,0,0,0,5
"624",0,1,0,0,0,0,0,7
"625",0,1,0,0,0,0,0,5
"626",0,1,0,0,0,0,0,11
"627",0,1,0,0,0,0,0,2
"628",0,1,0,0,0,0,0,11
"629",0,1,0,0,0,0,0,5
"630",0,1,0,0,0,0,0,4
"631",0,1,0,0,0,0,0,3
"632",0,1,0,0,0,0,0,7
"633",0,1,0,0,0,0,0,2
"634",0,1,0,0,0,0,0,8
"635",0,1,0,0,0,0,0,2
"636",0,1,0,0,0,0,0,4
"637",0,1,0,0,0,0,0,8
"638",0,1,0,0,0,0,0,4
"639",0,1,0,0,0,0,0,2
"640",0,1,0,0,0,0,0,2
"641",0,1,0,0,0,0,0,4
"642",0,1,0,0,0,0,0,3
"643",0,1,0,0,0,0,0,9
"644",0,1,0,0,0,0,0,7
"645",0,1,0,0,0,0,0,1
"646",0,1,0,0,0,0,0,3
"647",0,1,0,0,0,0,0,16
"648",0,1,0,0,0,0,0,7
"649",0,1,0,0,0,0,0,4
"650",0,1,0,0,0,0,0,14
"651",0,1,0,0,0,0,0,4
"652",0,1,0,0,0,0,0,4
"653",0,1,0,0,0,0,0,15
"654",0,1,0,0,0,0,0,34
"655",0,1,0,0,0,0,0,3
"656",0,1,0,0,0,0,0,7
"657",0,1,0,0,0,0,0,3
"658",0,1,0,0,0,0,0,2
"659",0,1,0,0,0,0,0,5
"660",0,1,0,0,0,0,0,3
"661",0,1,0,0,0,0,0,6
"662",0,1,0,0,0,0,0,7
"663",0,1,0,0,0,0,0,6
"664",0,1,0,0,0,0,0,3
"665",0,1,0,0,0,0,0,3
"666",0,1,0,0,0,0,0,9
"667",0,1,0,0,0,0,0,6
"668",0,1,0,0,0,0,0,4
"669",0,1,0,0,0,0,0,6
"670",0,1,0,0,0,0,0,3
"671",0,1,0,0,0,0,0,3
"672",0,1,0,0,0,0,0,3
"673",0,1,0,0,0,0,0,2
"674",0,1,0,0,0,0,0,2
"675",0,1,0,0,0,0,0,10
"676",0,1,0,0,0,0,0,4
"677",0,1,0,0,0,0,0,3
"678",0,1,0,0,0,0,0,2
"679",0,1,0,0,0,0,0,5
"680",0,1,0,0,0,0,0,7
"681",0,1,0,0,0,0,0,2
"682",0,1,0,0,0,0,0,2
"683",0,1,0,0,0,0,0,7
"684",0,1,0,0,0,0,0,2
"685",0,1,0,0,0,0,0,2
"686",0,1,0,0,0,0,0,2
"687",0,1,0,0,0,0,0,10
"688",0,1,0,0,0,0,0,1
"689",0,1,0,0,0,0,0,3
"690",0,1,0,0,0,0,0,10
"691",0,1,0,0,0,0,0,2
"692",0,1,0,0,0,0,0,1
"693",0,1,0,0,0,0,0,2
"694",0,1,0,0,0,0,0,4
"695",0,1,0,0,0,0,0,1
"696",0,1,0,0,0,0,0,2
"697",0,1,0,0,0,0,0,1
"698",0,1,0,0,0,0,0,8
"699",0,1,0,0,0,0,0,5
"700",0,1,0,0,0,0,0,5
"701",0,1,0,0,0,0,0,6
"702",0,1,0,0,0,0,0,4
"703",0,1,0,0,0,0,0,7
"704",0,1,0,0,0,0,0,4
"705",0,1,0,0,0,0,0,3
"706",0,1,0,0,0,0,0,15
"707",0,1,0,0,0,0,0,5
"708",0,1,0,0,0,0,0,2
"709",0,1,0,0,0,0,0,4
"710",0,1,0,0,0,0,0,3
"711",0,1,0,0,0,0,0,3
"712",0,1,0,0,0,0,0,6
"713",0,1,0,0,0,0,0,2
"714",0,1,0,0,0,0,0,2
"715",0,1,0,0,0,0,0,3
"716",0,1,0,0,0,0,0,4
"717",0,1,0,0,0,0,0,3
"718",0,1,0,0,0,0,0,5
"719",0,1,0,0,0,0,0,16
"720",0,1,0,0,0,0,0,3
"721",0,1,0,0,0,0,0,2
"722",0,1,0,0,0,0,0,4
"723",0,1,0,0,0,0,0,5
"724",0,1,0,0,0,0,0,20
"725",0,1,0,0,0,0,0,7
"726",0,1,0,0,0,0,0,5
"727",0,1,0,0,0,0,0,4
"728",0,1,0,0,0,0,0,7
"729",0,1,0,0,0,0,0,3
"730",0,1,0,0,0,0,0,3
"731",0,1,0,0,0,0,0,5
