"","Fractures","Sprains, strains, tears","Amputations","Bruise, contusions","Chemical burns and corrosions","Heat (thermal) burns","Soreness, pain","Cuts, lacerations","Punctures (except gunshot wounds)","Cuts, lacerations, punctures","Carpal tunnel syndrome","Tendonitis","With sprains","With fractures","Multiple traumatic injuries","all other","value"
"350",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"351",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"352",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"353",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"354",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"355",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"356",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"357",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"358",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"359",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"360",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"361",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"362",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"363",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"364",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"365",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"366",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"367",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"368",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"369",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"370",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"371",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"372",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"373",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"374",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"375",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"376",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"377",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"378",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"379",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"380",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"381",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"382",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"383",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"384",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"385",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"386",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"387",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"388",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"389",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"390",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"391",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"392",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"393",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"394",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"395",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"396",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"397",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"398",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"399",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"400",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"401",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"402",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"403",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"404",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"405",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"406",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"407",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"408",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"409",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"410",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"411",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"412",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"413",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"414",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"415",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"416",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"417",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"418",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"419",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"420",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"421",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"422",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"423",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"424",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"425",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"426",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"427",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"428",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"429",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"430",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"431",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"432",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"433",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"434",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"435",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"436",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"437",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"438",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"439",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"440",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"441",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"442",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"443",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"444",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"445",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"446",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"447",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"448",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"449",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"450",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"451",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"452",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"453",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"454",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"455",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"456",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"457",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"458",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"459",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"460",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"461",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"462",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"463",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"464",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"465",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"466",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"467",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"468",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"469",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"470",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"471",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"472",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"473",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"474",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"475",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"476",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"477",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"478",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"479",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"480",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"481",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"482",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"483",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"484",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"485",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"486",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"487",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"488",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"489",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"492",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"493",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"494",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"495",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"496",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"497",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"498",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"499",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"501",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"502",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"503",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"504",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"505",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"506",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"507",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"508",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"509",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"510",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"511",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"512",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"513",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"514",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"515",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"516",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"517",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"518",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"519",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"520",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"521",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"522",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"523",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"524",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"525",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"526",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"527",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"528",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"529",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"530",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"531",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"532",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"533",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"534",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"535",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"536",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"537",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"538",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"539",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"540",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"541",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"542",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"543",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"544",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"545",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"546",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"547",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"548",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"549",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"550",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"551",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"553",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"554",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"555",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"556",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"557",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"558",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"559",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"560",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"561",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"562",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"565",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
"566",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"567",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"569",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"570",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"572",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"573",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"574",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"575",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"576",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"577",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"579",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"580",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"581",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"582",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"584",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
"585",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"586",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"587",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"588",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"589",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"590",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"591",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"592",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"593",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"594",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"595",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"596",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"597",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"598",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"599",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"600",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"601",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"602",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"603",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"604",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"605",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"606",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"608",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"609",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"610",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"611",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"612",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"613",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"614",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"615",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"616",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"617",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"618",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"619",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"620",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"621",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"622",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"623",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"624",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"625",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"626",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"627",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"628",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"629",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"630",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"631",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"632",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"633",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"634",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"635",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"636",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"637",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"638",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"639",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"640",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"641",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"642",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"643",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"644",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"645",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"646",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"647",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"648",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"649",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"650",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"651",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"652",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"653",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"654",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"655",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"656",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"657",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"658",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"659",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"660",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"661",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"662",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"663",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"664",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"665",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"666",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"667",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"668",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"669",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"670",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"671",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"672",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"673",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"674",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"675",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"676",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
"677",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"678",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"679",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"680",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"681",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"682",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"683",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"684",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"685",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"686",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"687",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"688",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"689",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"690",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"691",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"692",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"693",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"694",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"695",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"696",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"697",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"698",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"699",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"701",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"702",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"703",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"704",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"705",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"706",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"707",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"708",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"709",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"710",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"711",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"712",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"713",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"714",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"715",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"716",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"717",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"718",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"719",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"720",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"721",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"722",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"723",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
