"","12AM-4AM"," 4AM-8AM","8AM-12PM","12PM-4PM","4PM-8PM","8PM-12AM","value"
"186",0,1,0,0,0,0,15
"187",0,1,0,0,0,0,9
"188",0,1,0,0,0,0,1
"189",0,1,0,0,0,0,5
"190",0,1,0,0,0,0,5
"191",0,1,0,0,0,0,10
"192",0,1,0,0,0,0,31
"193",0,1,0,0,0,0,11
"194",0,1,0,0,0,0,22
"195",0,1,0,0,0,0,36
"196",0,1,0,0,0,0,3
"197",0,1,0,0,0,0,29
"198",0,1,0,0,0,0,6
"199",0,1,0,0,0,0,6
"200",0,1,0,0,0,0,6
"201",0,1,0,0,0,0,14
"202",0,1,0,0,0,0,14
"203",0,1,0,0,0,0,4
"204",0,1,0,0,0,0,1
"205",0,1,0,0,0,0,7
"206",0,1,0,0,0,0,14
"207",0,1,0,0,0,0,150
"208",0,1,0,0,0,0,4
"209",0,1,0,0,0,0,4
"210",0,1,0,0,0,0,4
"211",0,1,0,0,0,0,5
"212",0,1,0,0,0,0,7
"213",0,1,0,0,0,0,4
"214",0,1,0,0,0,0,17
"215",0,1,0,0,0,0,15
"216",0,1,0,0,0,0,10
"217",0,1,0,0,0,0,2
"218",0,1,0,0,0,0,4
"219",0,1,0,0,0,0,13
"220",0,1,0,0,0,0,6
"221",0,1,0,0,0,0,9
"222",0,1,0,0,0,0,9
"223",0,1,0,0,0,0,9
"224",0,1,0,0,0,0,6
"225",0,1,0,0,0,0,7
"226",0,1,0,0,0,0,13
"227",0,1,0,0,0,0,13
"228",0,1,0,0,0,0,2
"229",0,1,0,0,0,0,8
"230",0,1,0,0,0,0,18
"231",0,1,0,0,0,0,2
"232",0,1,0,0,0,0,7
"233",0,1,0,0,0,0,2
"234",0,1,0,0,0,0,6
"235",0,1,0,0,0,0,5
"236",0,1,0,0,0,0,15
"237",0,1,0,0,0,0,8
"238",0,1,0,0,0,0,7
"239",0,1,0,0,0,0,15
"240",0,1,0,0,0,0,2
"241",0,1,0,0,0,0,9
"242",0,1,0,0,0,0,14
"243",0,1,0,0,0,0,12
"244",0,1,0,0,0,0,13
"245",0,1,0,0,0,0,64
"246",0,1,0,0,0,0,1
"247",0,1,0,0,0,0,5
"248",0,1,0,0,0,0,5
"249",0,1,0,0,0,0,10
"250",0,1,0,0,0,0,31
"251",0,1,0,0,0,0,28
"252",0,1,0,0,0,0,11
"253",0,1,0,0,0,0,22
"254",0,1,0,0,0,0,23
"255",0,1,0,0,0,0,36
"256",0,1,0,0,0,0,3
"257",0,1,0,0,0,0,6
"258",0,1,0,0,0,0,14
"259",0,1,0,0,0,0,2
"260",0,1,0,0,0,0,3
"261",0,1,0,0,0,0,14
"262",0,1,0,0,0,0,4
"263",0,1,0,0,0,0,30
"264",0,1,0,0,0,0,3
"265",0,1,0,0,0,0,18
"266",0,1,0,0,0,0,2
"267",0,1,0,0,0,0,1
"268",0,1,0,0,0,0,29
"269",0,1,0,0,0,0,6
"270",0,1,0,0,0,0,6
"271",0,1,0,0,0,0,6
"272",0,1,0,0,0,0,14
"273",0,1,0,0,0,0,2
"274",0,1,0,0,0,0,14
"275",0,1,0,0,0,0,4
"276",0,1,0,0,0,0,1
"277",0,1,0,0,0,0,7
"278",0,1,0,0,0,0,12
"279",0,1,0,0,0,0,7
"280",0,1,0,0,0,0,4
"281",0,1,0,0,0,0,119
"282",0,1,0,0,0,0,17
"283",0,1,0,0,0,0,2
"284",0,1,0,0,0,0,1
"285",0,1,0,0,0,0,25
"286",0,1,0,0,0,0,21
"287",0,1,0,0,0,0,3
"288",0,1,0,0,0,0,14
"289",0,1,0,0,0,0,150
"290",0,1,0,0,0,0,4
"291",0,1,0,0,0,0,4
"292",0,1,0,0,0,0,6
"293",0,1,0,0,0,0,2
"294",0,1,0,0,0,0,10
"295",0,1,0,0,0,0,2
"296",0,1,0,0,0,0,30
"297",0,1,0,0,0,0,3
"298",0,1,0,0,0,0,3
"299",0,1,0,0,0,0,3
"300",0,1,0,0,0,0,81
"301",0,1,0,0,0,0,6
"302",0,1,0,0,0,0,3
"303",0,1,0,0,0,0,11
"304",0,1,0,0,0,0,82
"305",0,1,0,0,0,0,7
"306",0,1,0,0,0,0,11
"307",0,1,0,0,0,0,13
"308",0,1,0,0,0,0,4
"309",0,1,0,0,0,0,15
"310",0,1,0,0,0,0,3
"311",0,1,0,0,0,0,41
"312",0,1,0,0,0,0,7
"313",0,1,0,0,0,0,14
"314",0,1,0,0,0,0,6
"315",0,1,0,0,0,0,50
"316",0,1,0,0,0,0,23
"317",0,1,0,0,0,0,20
"318",0,1,0,0,0,0,3
"319",0,1,0,0,0,0,6
"320",0,1,0,0,0,0,5
"321",0,1,0,0,0,0,64
"322",0,1,0,0,0,0,6
"323",0,1,0,0,0,0,42
"324",0,1,0,0,0,0,3
"325",0,1,0,0,0,0,3
"326",0,1,0,0,0,0,1
"327",0,1,0,0,0,0,6
"328",0,1,0,0,0,0,35
"329",0,1,0,0,0,0,41
"330",0,1,0,0,0,0,18
"331",0,1,0,0,0,0,3
"332",0,1,0,0,0,0,32
"333",0,1,0,0,0,0,4
"334",0,1,0,0,0,0,4
"335",0,1,0,0,0,0,18
"336",0,1,0,0,0,0,23
"337",0,1,0,0,0,0,4
"338",0,1,0,0,0,0,6
"339",0,1,0,0,0,0,33
"340",0,1,0,0,0,0,4
"341",0,1,0,0,0,0,1
"342",0,1,0,0,0,0,2
"343",0,1,0,0,0,0,6
"344",0,1,0,0,0,0,12
"345",0,1,0,0,0,0,5
"346",0,1,0,0,0,0,9
"347",0,1,0,0,0,0,14
"348",0,1,0,0,0,0,6
"349",0,1,0,0,0,0,7
"350",0,1,0,0,0,0,4
"351",0,1,0,0,0,0,11
"352",0,1,0,0,0,0,2
"353",0,1,0,0,0,0,2
"354",0,1,0,0,0,0,2
"355",0,1,0,0,0,0,41
"356",0,1,0,0,0,0,10
"357",0,1,0,0,0,0,29
"358",0,1,0,0,0,0,53
"359",0,1,0,0,0,0,32
"360",0,1,0,0,0,0,3
"361",0,1,0,0,0,0,14
"362",0,1,0,0,0,0,5
"363",0,1,0,0,0,0,10
"364",0,1,0,0,0,0,5
"365",0,1,0,0,0,0,6
"366",0,1,0,0,0,0,2
"367",0,1,0,0,0,0,8
"368",0,1,0,0,0,0,45
"369",0,1,0,0,0,0,7
"370",0,1,0,0,0,0,11
"371",0,1,0,0,0,0,3
"372",0,1,0,0,0,0,90
"373",0,1,0,0,0,0,2
"374",0,1,0,0,0,0,6
"375",0,1,0,0,0,0,6
"376",0,1,0,0,0,0,1
"377",0,1,0,0,0,0,30
"378",0,1,0,0,0,0,55
"379",0,1,0,0,0,0,1
"380",0,1,0,0,0,0,7
"381",0,1,0,0,0,0,5
"382",0,1,0,0,0,0,4
"383",0,1,0,0,0,0,10
"384",0,1,0,0,0,0,3
"385",0,1,0,0,0,0,14
"386",0,1,0,0,0,0,20
"387",0,1,0,0,0,0,42
"388",0,1,0,0,0,0,2
"389",0,1,0,0,0,0,10
"390",0,1,0,0,0,0,3
"391",0,1,0,0,0,0,5
"392",0,1,0,0,0,0,1
"393",0,1,0,0,0,0,2
"394",0,1,0,0,0,0,6
"395",0,1,0,0,0,0,5
"396",0,1,0,0,0,0,5
"397",0,1,0,0,0,0,82
"398",0,1,0,0,0,0,42
"399",0,1,0,0,0,0,47
"400",0,1,0,0,0,0,74
"401",0,1,0,0,0,0,3
"402",0,1,0,0,0,0,2
"403",0,1,0,0,0,0,7
"404",0,1,0,0,0,0,65
"405",0,1,0,0,0,0,3
"406",0,1,0,0,0,0,1
"407",0,1,0,0,0,0,3
"408",0,1,0,0,0,0,10
"409",0,1,0,0,0,0,2
"410",0,1,0,0,0,0,1
"411",0,1,0,0,0,0,26
"412",0,1,0,0,0,0,4
"413",0,1,0,0,0,0,4
"414",0,1,0,0,0,0,5
"415",0,1,0,0,0,0,126
"416",0,1,0,0,0,0,180
"417",0,1,0,0,0,0,20
"418",0,1,0,0,0,0,18
"419",0,1,0,0,0,0,1
"420",0,1,0,0,0,0,37
"421",0,1,0,0,0,0,30
"422",0,1,0,0,0,0,39
"423",0,1,0,0,0,0,8
"424",0,1,0,0,0,0,1
"425",0,1,0,0,0,0,13
"426",0,1,0,0,0,0,1
"427",0,1,0,0,0,0,3
"428",0,1,0,0,0,0,3
"429",0,1,0,0,0,0,3
"430",0,1,0,0,0,0,5
"431",0,1,0,0,0,0,4
"432",0,1,0,0,0,0,14
"433",0,1,0,0,0,0,6
"434",0,1,0,0,0,0,13
"435",0,1,0,0,0,0,4
"436",0,1,0,0,0,0,12
"437",0,1,0,0,0,0,3
"438",0,1,0,0,0,0,12
"439",0,1,0,0,0,0,29
"440",0,1,0,0,0,0,8
"441",0,1,0,0,0,0,30
"442",0,1,0,0,0,0,21
"443",0,1,0,0,0,0,81
"444",0,1,0,0,0,0,2
"445",0,1,0,0,0,0,2
"446",0,1,0,0,0,0,4
"447",0,1,0,0,0,0,33
"448",0,1,0,0,0,0,5
"449",0,1,0,0,0,0,7
"450",0,1,0,0,0,0,10
"451",0,1,0,0,0,0,10
"452",0,1,0,0,0,0,4
"453",0,1,0,0,0,0,2
"454",0,1,0,0,0,0,2
"455",0,1,0,0,0,0,4
"456",0,1,0,0,0,0,6
"457",0,1,0,0,0,0,35
"458",0,1,0,0,0,0,4
"459",0,1,0,0,0,0,7
"460",0,1,0,0,0,0,3
"461",0,1,0,0,0,0,7
"462",0,1,0,0,0,0,15
"463",0,1,0,0,0,0,5
"464",0,1,0,0,0,0,6
"465",0,1,0,0,0,0,7
"466",0,1,0,0,0,0,41
"467",0,1,0,0,0,0,15
"468",0,1,0,0,0,0,24
"469",0,1,0,0,0,0,21
"470",0,1,0,0,0,0,6
"471",0,1,0,0,0,0,20
"472",0,1,0,0,0,0,2
"473",0,1,0,0,0,0,3
"474",0,1,0,0,0,0,4
"475",0,1,0,0,0,0,6
"476",0,1,0,0,0,0,7
"477",0,1,0,0,0,0,10
"478",0,1,0,0,0,0,10
"479",0,1,0,0,0,0,3
"480",0,0,1,0,0,0,2
"481",0,0,1,0,0,0,6
"482",0,0,1,0,0,0,4
"483",0,0,1,0,0,0,1
"484",0,0,1,0,0,0,14
"485",0,0,1,0,0,0,8
"486",0,0,1,0,0,0,26
"487",0,0,1,0,0,0,5
"488",0,0,1,0,0,0,2
"489",0,0,1,0,0,0,6
"490",0,0,1,0,0,0,5
"491",0,0,1,0,0,0,3
"492",0,0,1,0,0,0,5
"493",0,0,1,0,0,0,1
"494",0,0,1,0,0,0,4
"495",0,0,1,0,0,0,3
"496",0,0,1,0,0,0,4
"497",0,0,1,0,0,0,3
"498",0,0,1,0,0,0,2
"499",0,0,1,0,0,0,4
"500",0,0,1,0,0,0,2
"501",0,0,1,0,0,0,15
"502",0,0,1,0,0,0,15
"503",0,0,1,0,0,0,4
"504",0,0,1,0,0,0,2
"505",0,0,1,0,0,0,3
"506",0,0,1,0,0,0,7
"507",0,0,1,0,0,0,129
"508",0,0,1,0,0,0,4
"509",0,0,1,0,0,0,4
"510",0,0,1,0,0,0,9
"511",0,0,1,0,0,0,10
"512",0,0,1,0,0,0,8
"513",0,0,1,0,0,0,14
"514",0,0,1,0,0,0,30
"515",0,0,1,0,0,0,10
"516",0,0,1,0,0,0,6
"517",0,0,1,0,0,0,30
"518",0,0,1,0,0,0,2
"519",0,0,1,0,0,0,6
"520",0,0,1,0,0,0,6
"521",0,0,1,0,0,0,2
"522",0,0,1,0,0,0,6
"523",0,0,1,0,0,0,4
"524",0,0,1,0,0,0,1
"525",0,0,1,0,0,0,14
"526",0,0,1,0,0,0,8
"527",0,0,1,0,0,0,6
"528",0,0,1,0,0,0,6
"529",0,0,1,0,0,0,7
"530",0,0,1,0,0,0,22
"531",0,0,1,0,0,0,3
"532",0,0,1,0,0,0,20
"533",0,0,1,0,0,0,16
"534",0,0,1,0,0,0,13
"535",0,0,1,0,0,0,16
"536",0,0,1,0,0,0,5
"537",0,0,1,0,0,0,2
"538",0,0,1,0,0,0,6
"539",0,0,1,0,0,0,5
"540",0,0,1,0,0,0,6
"541",0,0,1,0,0,0,5
"542",0,0,1,0,0,0,3
"543",0,0,1,0,0,0,3
"544",0,0,1,0,0,0,47
"545",0,0,1,0,0,0,10
"546",0,0,1,0,0,0,7
"547",0,0,1,0,0,0,1
"548",0,0,1,0,0,0,5
"549",0,0,1,0,0,0,1
"550",0,0,1,0,0,0,2
"551",0,0,1,0,0,0,5
"552",0,0,1,0,0,0,3
"553",0,0,1,0,0,0,7
"554",0,0,1,0,0,0,4
"555",0,0,1,0,0,0,5
"556",0,0,1,0,0,0,9
"557",0,0,1,0,0,0,5
"558",0,0,1,0,0,0,34
"559",0,0,1,0,0,0,18
"560",0,0,1,0,0,0,21
"561",0,0,1,0,0,0,5
"562",0,0,1,0,0,0,20
"563",0,0,1,0,0,0,7
"564",0,0,1,0,0,0,7
"565",0,0,1,0,0,0,8
"566",0,0,1,0,0,0,11
"567",0,0,1,0,0,0,2
"568",0,0,1,0,0,0,4
"569",0,0,1,0,0,0,2
"570",0,0,1,0,0,0,15
"571",0,0,1,0,0,0,15
"572",0,0,1,0,0,0,4
"573",0,0,1,0,0,0,5
"574",0,0,1,0,0,0,2
"575",0,0,1,0,0,0,3
"576",0,0,1,0,0,0,7
"577",0,0,1,0,0,0,129
"578",0,0,1,0,0,0,3
"579",0,0,1,0,0,0,60
"580",0,0,1,0,0,0,9
"581",0,0,1,0,0,0,2
"582",0,0,1,0,0,0,6
"583",0,0,1,0,0,0,3
"584",0,0,1,0,0,0,5
"585",0,0,1,0,0,0,4
"586",0,0,1,0,0,0,7
"587",0,0,1,0,0,0,4
"588",0,0,1,0,0,0,14
"589",0,0,1,0,0,0,2
"590",0,0,1,0,0,0,6
"591",0,0,1,0,0,0,4
"592",0,0,1,0,0,0,3
"593",0,0,1,0,0,0,2
"594",0,0,1,0,0,0,5
"595",0,0,1,0,0,0,5
"596",0,0,1,0,0,0,1
"597",0,0,1,0,0,0,12
"598",0,0,1,0,0,0,9
"599",0,0,1,0,0,0,7
"600",0,0,1,0,0,0,14
"601",0,0,1,0,0,0,7
"602",0,0,1,0,0,0,6
"603",0,0,1,0,0,0,1
"604",0,0,1,0,0,0,10
"605",0,0,1,0,0,0,12
"606",0,0,1,0,0,0,6
"607",0,0,1,0,0,0,6
"608",0,0,1,0,0,0,7
"609",0,0,1,0,0,0,10
"610",0,0,1,0,0,0,6
"611",0,0,1,0,0,0,22
"612",0,0,1,0,0,0,3
"613",0,0,1,0,0,0,20
"614",0,0,1,0,0,0,16
"615",0,0,1,0,0,0,8
"616",0,0,1,0,0,0,9
"617",0,0,1,0,0,0,7
"618",0,0,1,0,0,0,10
"619",0,0,1,0,0,0,8
"620",0,0,1,0,0,0,5
"621",0,0,1,0,0,0,14
"622",0,0,1,0,0,0,3
"623",0,0,1,0,0,0,9
"624",0,0,1,0,0,0,7
"625",0,0,1,0,0,0,6
"626",0,0,1,0,0,0,7
"627",0,0,1,0,0,0,5
"628",0,0,1,0,0,0,4
"629",0,0,1,0,0,0,1
"630",0,0,1,0,0,0,3
"631",0,0,1,0,0,0,2
"632",0,0,1,0,0,0,14
"633",0,0,1,0,0,0,13
"634",0,0,1,0,0,0,16
"635",0,0,1,0,0,0,7
"636",0,0,1,0,0,0,5
"637",0,0,1,0,0,0,2
"638",0,0,1,0,0,0,5
"639",0,0,1,0,0,0,5
"640",0,0,1,0,0,0,9
"641",0,0,1,0,0,0,3
"642",0,0,1,0,0,0,3
"643",0,0,1,0,0,0,3
"644",0,0,1,0,0,0,47
"645",0,0,1,0,0,0,3
"646",0,0,1,0,0,0,5
"647",0,0,1,0,0,0,4
"648",0,0,1,0,0,0,7
"649",0,0,1,0,0,0,8
"650",0,0,1,0,0,0,10
"651",0,0,1,0,0,0,4
"652",0,0,1,0,0,0,5
"653",0,0,1,0,0,0,12
"654",0,0,1,0,0,0,12
"655",0,0,1,0,0,0,1
"656",0,0,1,0,0,0,8
"657",0,0,1,0,0,0,5
"658",0,0,1,0,0,0,3
"659",0,0,1,0,0,0,3
"660",0,0,1,0,0,0,4
"661",0,0,1,0,0,0,7
"662",0,0,1,0,0,0,3
"663",0,0,1,0,0,0,3
"664",0,0,1,0,0,0,10
"665",0,0,1,0,0,0,1
"666",0,0,1,0,0,0,2
"667",0,0,1,0,0,0,5
"668",0,0,1,0,0,0,4
"669",0,0,1,0,0,0,4
"670",0,0,1,0,0,0,1
"671",0,0,1,0,0,0,4
"672",0,0,1,0,0,0,2
"673",0,0,1,0,0,0,4
"674",0,0,1,0,0,0,116
"675",0,0,1,0,0,0,3
"676",0,0,1,0,0,0,4
"677",0,0,1,0,0,0,5
"678",0,0,1,0,0,0,9
"679",0,0,1,0,0,0,5
"680",0,0,1,0,0,0,14
"681",0,0,1,0,0,0,34
"682",0,0,1,0,0,0,18
"683",0,0,1,0,0,0,2
"684",0,0,1,0,0,0,21
"685",0,0,1,0,0,0,11
"686",0,0,1,0,0,0,25
"687",0,0,1,0,0,0,5
"688",0,0,1,0,0,0,32
"689",0,0,1,0,0,0,74
"690",0,0,1,0,0,0,13
"691",0,0,1,0,0,0,25
"692",0,0,1,0,0,0,9
"693",0,0,1,0,0,0,30
"694",0,0,1,0,0,0,30
"695",0,0,1,0,0,0,12
"696",0,0,1,0,0,0,3
"697",0,0,1,0,0,0,5
"698",0,0,1,0,0,0,19
"699",0,0,1,0,0,0,15
"700",0,0,1,0,0,0,18
"701",0,0,1,0,0,0,2
"702",0,0,1,0,0,0,4
"703",0,0,1,0,0,0,3
"704",0,0,1,0,0,0,3
"705",0,0,1,0,0,0,4
"706",0,0,1,0,0,0,6
"707",0,0,1,0,0,0,16
"708",0,0,1,0,0,0,8
"709",0,0,1,0,0,0,7
"710",0,0,1,0,0,0,3
"711",0,0,1,0,0,0,20
"712",0,0,1,0,0,0,7
"713",0,0,1,0,0,0,7
"714",0,0,1,0,0,0,8
"715",0,0,1,0,0,0,11
"716",0,0,1,0,0,0,2
"717",0,0,1,0,0,0,8
"718",0,0,1,0,0,0,45
"719",0,0,1,0,0,0,60
"720",0,0,1,0,0,0,2
"721",0,0,1,0,0,0,7
"722",0,0,1,0,0,0,28
"723",0,0,1,0,0,0,9
"724",0,0,1,0,0,0,2
"725",0,0,1,0,0,0,4
"726",0,0,1,0,0,0,2
"727",0,0,1,0,0,0,8
"728",0,0,1,0,0,0,15
"729",0,0,1,0,0,0,7
"730",0,0,1,0,0,0,6
"731",0,0,1,0,0,0,14
"732",0,0,1,0,0,0,4
"733",0,0,1,0,0,0,12
"734",0,0,1,0,0,0,8
"735",0,0,1,0,0,0,5
"736",0,0,1,0,0,0,6
"737",0,0,1,0,0,0,21
"738",0,0,1,0,0,0,3
"739",0,0,1,0,0,0,7
"740",0,0,1,0,0,0,5
"741",0,0,1,0,0,0,6
"742",0,0,1,0,0,0,5
"743",0,0,1,0,0,0,3
"744",0,0,1,0,0,0,9
"745",0,0,1,0,0,0,5
"746",0,0,1,0,0,0,3
"747",0,0,1,0,0,0,3
"748",0,0,1,0,0,0,4
"749",0,0,1,0,0,0,49
"750",0,0,1,0,0,0,10
"751",0,0,1,0,0,0,3
"752",0,0,1,0,0,0,8
"753",0,0,1,0,0,0,5
"754",0,0,1,0,0,0,2
"755",0,0,1,0,0,0,4
"756",0,0,1,0,0,0,5
"757",0,0,1,0,0,0,13
"758",0,0,1,0,0,0,3
"759",0,0,1,0,0,0,7
"760",0,0,1,0,0,0,5
"761",0,0,1,0,0,0,129
"762",0,0,1,0,0,0,3
"763",0,0,1,0,0,0,3
"764",0,0,1,0,0,0,38
"765",0,0,1,0,0,0,17
"766",0,0,1,0,0,0,5
"767",0,0,1,0,0,0,2
"768",0,0,1,0,0,0,6
"769",0,0,1,0,0,0,3
"770",0,0,1,0,0,0,5
"771",0,0,1,0,0,0,4
"772",0,0,1,0,0,0,7
"773",0,0,1,0,0,0,4
"774",0,0,1,0,0,0,15
"775",0,0,1,0,0,0,21
"776",0,0,1,0,0,0,1
"777",0,0,1,0,0,0,10
"778",0,0,1,0,0,0,4
"779",0,0,1,0,0,0,4
"780",0,0,1,0,0,0,2
"781",0,0,1,0,0,0,2
"782",0,0,1,0,0,0,8
"783",0,0,1,0,0,0,15
"784",0,0,1,0,0,0,6
"785",0,0,1,0,0,0,21
"786",0,0,1,0,0,0,4
"787",0,0,1,0,0,0,6
"788",0,0,1,0,0,0,5
"789",0,0,1,0,0,0,23
"790",0,0,1,0,0,0,48
"791",0,0,1,0,0,0,18
"792",0,0,1,0,0,0,2
"793",0,0,1,0,0,0,5
"794",0,0,1,0,0,0,2
"795",0,0,1,0,0,0,4
"796",0,0,1,0,0,0,2
"797",0,0,1,0,0,0,4
"798",0,0,1,0,0,0,4
"799",0,0,1,0,0,0,2
"800",0,0,1,0,0,0,60
"801",0,0,1,0,0,0,5
"802",0,0,1,0,0,0,3
"803",0,0,1,0,0,0,65
"804",0,0,1,0,0,0,5
"805",0,0,1,0,0,0,2
"806",0,0,1,0,0,0,30
"807",0,0,1,0,0,0,11
"808",0,0,1,0,0,0,50
"809",0,0,1,0,0,0,3
"810",0,0,1,0,0,0,5
"811",0,0,1,0,0,0,8
"812",0,0,1,0,0,0,10
"813",0,0,1,0,0,0,3
