"","Management, Business, and Financial Occupations (11-13)","Education, Legal, Community Service, Arts, and Media Occupations (21-27)","Healthcare Practitioners and Technical Occupations (29)","Service Occupations (31-39)","Sales and Related Occupations","Office and Administrative Support Occupations","Construction and Extraction Occupations","Installation, Maintenance, and Repair Occupations","Production Occupations","Transportation and Material Moving Occupations","value"
"1527",0,0,0,0,0,0,0,0,0,1,137
"1528",0,0,0,0,0,0,0,0,0,1,12
"1529",0,0,0,0,0,0,0,0,0,1,5
"1530",0,0,0,0,0,0,0,0,0,1,68
"1531",0,0,0,0,0,0,0,0,0,1,30
"1532",0,0,0,0,0,0,0,0,0,1,11
"1533",0,0,0,0,0,0,0,0,0,1,23
"1534",0,0,0,0,0,0,0,0,0,1,2
"1535",0,0,0,0,0,0,0,0,0,1,4
"1536",0,0,0,0,0,0,0,0,0,1,1
"1537",0,0,0,0,0,0,0,0,0,1,11
"1538",0,0,0,0,0,0,0,0,0,1,5
"1539",0,0,0,0,0,0,0,0,0,1,3
"1540",0,0,0,0,0,0,0,0,0,1,7
"1541",0,0,0,0,0,0,0,0,0,1,5
"1542",0,0,0,0,0,0,0,0,0,1,7
"1543",0,0,0,0,0,0,0,0,0,1,2
"1544",0,0,0,0,0,0,0,0,0,1,34
"1545",0,0,0,0,0,0,0,0,0,1,4
"1546",0,0,0,0,0,0,0,0,0,1,6
"1547",0,0,0,0,0,0,0,0,0,1,3
"1548",0,0,0,0,0,0,0,0,0,1,4
"1549",0,0,0,0,0,0,0,0,0,1,4
"1550",0,0,0,0,0,0,0,0,0,1,8
"1551",0,0,0,0,0,0,0,0,0,1,2
"1552",0,0,0,0,0,0,0,0,0,1,1
"1553",0,0,0,0,0,0,0,0,0,1,27
"1554",0,0,0,0,0,0,0,0,0,1,1
"1555",0,0,0,0,0,0,0,0,0,1,103
"1556",0,0,0,0,0,0,0,0,0,1,7
"1557",0,0,0,0,0,0,0,0,0,1,5
"1558",0,0,0,0,0,0,0,0,0,1,6
"1559",0,0,0,0,0,0,0,0,0,1,4
"1560",0,0,0,0,0,0,0,0,0,1,5
"1561",0,0,0,0,0,0,0,0,0,1,51
"1562",0,0,0,0,0,0,0,0,0,1,19
"1563",0,0,0,0,0,0,0,0,0,1,2
"1564",0,0,0,0,0,0,0,0,0,1,15
"1565",0,0,0,0,0,0,0,0,0,1,4
"1566",0,0,0,0,0,0,0,0,0,1,19
"1567",0,0,0,0,0,0,0,0,0,1,5
"1568",0,0,0,0,0,0,0,0,0,1,3
"1569",0,0,0,0,0,0,0,0,0,1,62
"1570",0,0,0,0,0,0,0,0,0,1,128
"1571",0,0,0,0,0,0,0,0,0,1,15
"1572",0,0,0,0,0,0,0,0,0,1,2
"1573",0,0,0,0,0,0,0,0,0,1,5
"1574",0,0,0,0,0,0,0,0,0,1,5
"1575",0,0,0,0,0,0,0,0,0,1,20
"1576",0,0,0,0,0,0,0,0,0,1,19
"1577",0,0,0,0,0,0,0,0,0,1,100
"1578",0,0,0,0,0,0,0,0,0,1,12
"1579",0,0,0,0,0,0,0,0,0,1,3
"1580",0,0,0,0,0,0,0,0,0,1,2
"1581",0,0,0,0,0,0,0,0,0,1,1
"1582",0,0,0,0,0,0,0,0,0,1,3
"1583",0,0,0,0,0,0,0,0,0,1,3
"1584",0,0,0,0,0,0,0,0,0,1,4
"1585",0,0,0,0,0,0,0,0,0,1,30
"1586",0,0,0,0,0,0,0,0,0,1,7
"1587",0,0,0,0,0,0,0,0,0,1,5
"1588",0,0,0,0,0,0,0,0,0,1,14
"1589",0,0,0,0,0,0,0,0,0,1,4
"1590",0,0,0,0,0,0,0,0,0,1,4
"1591",0,0,0,0,0,0,0,0,0,1,11
"1592",0,0,0,0,0,0,0,0,0,1,94
"1593",0,0,0,0,0,0,0,0,0,1,4
"1594",0,0,0,0,0,0,0,0,0,1,14
"1595",0,0,0,0,0,0,0,0,0,1,3
"1596",0,0,0,0,0,0,0,0,0,1,30
"1597",0,0,0,0,0,0,0,0,0,1,14
"1598",0,0,0,0,0,0,0,0,0,1,2
"1599",0,0,0,0,0,0,0,0,0,1,74
"1600",0,0,0,0,0,0,0,0,0,1,2
"1601",0,0,0,0,0,0,0,0,0,1,6
"1602",0,0,0,0,0,0,0,0,0,1,19
"1603",0,0,0,0,0,0,0,0,0,1,32
"1604",0,0,0,0,0,0,0,0,0,1,7
"1605",0,0,0,0,0,0,0,0,0,1,4
"1606",0,0,0,0,0,0,0,0,0,1,4
"1607",0,0,0,0,0,0,0,0,0,1,3
"1608",0,0,0,0,0,0,0,0,0,1,1
"1609",0,0,0,0,0,0,0,0,0,1,40
"1610",0,0,0,0,0,0,0,0,0,1,6
"1611",0,0,0,0,0,0,0,0,0,1,6
"1612",0,0,0,0,0,0,0,0,0,1,10
"1613",0,0,0,0,0,0,0,0,0,1,8
"1614",0,0,0,0,0,0,0,0,0,1,2
"1615",0,0,0,0,0,0,0,0,0,1,4
"1616",0,0,0,0,0,0,0,0,0,1,2
"1617",0,0,0,0,0,0,0,0,0,1,4
"1618",0,0,0,0,0,0,0,0,0,1,39
"1619",0,0,0,0,0,0,0,0,0,1,1
"1620",0,0,0,0,0,0,0,0,0,1,3
"1621",0,0,0,0,0,0,0,0,0,1,4
"1622",0,0,0,0,0,0,0,0,0,1,68
"1623",0,0,0,0,0,0,0,0,0,1,20
"1624",0,0,0,0,0,0,0,0,0,1,7
"1625",0,0,0,0,0,0,0,0,0,1,7
"1626",0,0,0,0,0,0,0,0,0,1,12
"1627",0,0,0,0,0,0,0,0,0,1,13
"1628",0,0,0,0,0,0,0,0,0,1,2
"1629",0,0,0,0,0,0,0,0,0,1,1
"1630",0,0,0,0,0,0,0,0,0,1,27
"1631",0,0,0,0,0,0,0,0,0,1,6
"1632",0,0,0,0,0,0,0,0,0,1,5
"1633",0,0,0,0,0,0,0,0,0,1,4
"1634",0,0,0,0,0,0,0,0,0,1,2
"1635",0,0,0,0,0,0,0,0,0,1,7
"1636",0,0,0,0,0,0,0,0,0,1,1
