"","Management, Business, and Financial Occupations (11-13)","Education, Legal, Community Service, Arts, and Media Occupations (21-27)","Healthcare Practitioners and Technical Occupations (29)","Service Occupations (31-39)","Sales and Related Occupations","Office and Administrative Support Occupations","Construction and Extraction Occupations","Installation, Maintenance, and Repair Occupations","Production Occupations","Transportation and Material Moving Occupations","value"
"995",0,0,0,0,1,0,0,0,0,0,4
"996",0,0,0,0,1,0,0,0,0,0,2
"997",0,0,0,0,1,0,0,0,0,0,2
"998",0,0,0,0,1,0,0,0,0,0,14
"999",0,0,0,0,1,0,0,0,0,0,12
"1000",0,0,0,0,1,0,0,0,0,0,6
"1001",0,0,0,0,1,0,0,0,0,0,10
"1002",0,0,0,0,1,0,0,0,0,0,10
"1003",0,0,0,0,1,0,0,0,0,0,4
"1004",0,0,0,0,1,0,0,0,0,0,12
"1005",0,0,0,0,1,0,0,0,0,0,3
"1006",0,0,0,0,1,0,0,0,0,0,1
"1007",0,0,0,0,1,0,0,0,0,0,54
"1008",0,0,0,0,1,0,0,0,0,0,6
"1009",0,0,0,0,1,0,0,0,0,0,94
"1010",0,0,0,0,1,0,0,0,0,0,1
"1011",0,0,0,0,1,0,0,0,0,0,2
"1012",0,0,0,0,1,0,0,0,0,0,6
"1013",0,0,0,0,1,0,0,0,0,0,2
"1014",0,0,0,0,1,0,0,0,0,0,3
"1015",0,0,0,0,1,0,0,0,0,0,45
"1016",0,0,0,0,1,0,0,0,0,0,4
"1017",0,0,0,0,1,0,0,0,0,0,31
"1018",0,0,0,0,1,0,0,0,0,0,28
"1019",0,0,0,0,1,0,0,0,0,0,9
"1020",0,0,0,0,1,0,0,0,0,0,8
"1021",0,0,0,0,1,0,0,0,0,0,1
"1022",0,0,0,0,0,1,0,0,0,0,101
"1023",0,0,0,0,0,1,0,0,0,0,7
"1024",0,0,0,0,0,1,0,0,0,0,17
"1025",0,0,0,0,0,1,0,0,0,0,14
"1026",0,0,0,0,0,1,0,0,0,0,2
"1027",0,0,0,0,0,1,0,0,0,0,43
"1028",0,0,0,0,0,1,0,0,0,0,7
"1029",0,0,0,0,0,1,0,0,0,0,3
"1030",0,0,0,0,0,1,0,0,0,0,4
"1031",0,0,0,0,0,1,0,0,0,0,5
"1032",0,0,0,0,0,1,0,0,0,0,39
"1033",0,0,0,0,0,1,0,0,0,0,3
"1034",0,0,0,0,0,1,0,0,0,0,101
"1035",0,0,0,0,0,1,0,0,0,0,7
"1036",0,0,0,0,0,1,0,0,0,0,17
"1037",0,0,0,0,0,1,0,0,0,0,24
"1038",0,0,0,0,0,1,0,0,0,0,23
"1039",0,0,0,0,0,1,0,0,0,0,10
"1040",0,0,0,0,0,1,0,0,0,0,3
"1041",0,0,0,0,0,1,0,0,0,0,4
"1042",0,0,0,0,0,1,0,0,0,0,5
"1043",0,0,0,0,0,1,0,0,0,0,34
"1044",0,0,0,0,0,1,0,0,0,0,19
"1045",0,0,0,0,0,1,0,0,0,0,8
"1046",0,0,0,0,0,1,0,0,0,0,20
"1047",0,0,0,0,0,1,0,0,0,0,7
"1048",0,0,0,0,0,1,0,0,0,0,11
"1049",0,0,0,0,0,1,0,0,0,0,5
"1050",0,0,0,0,0,1,0,0,0,0,2
"1051",0,0,0,0,0,1,0,0,0,0,14
"1052",0,0,0,0,0,1,0,0,0,0,2
"1053",0,0,0,0,0,1,0,0,0,0,43
"1054",0,0,0,0,0,1,0,0,0,0,7
"1055",0,0,0,0,0,1,0,0,0,0,2
"1056",0,0,0,0,0,1,0,0,0,0,3
"1057",0,0,0,0,0,1,0,0,0,0,11
"1058",0,0,0,0,0,1,0,0,0,0,10
"1059",0,0,0,0,0,1,0,0,0,0,4
"1060",0,0,0,0,0,1,0,0,0,0,120
"1061",0,0,0,0,0,1,0,0,0,0,7
"1062",0,0,0,0,0,1,0,0,0,0,2
"1063",0,0,0,0,0,1,0,0,0,0,6
"1064",0,0,0,0,0,1,0,0,0,0,7
"1065",0,0,0,0,0,1,0,0,0,0,8
"1066",0,0,0,0,0,1,0,0,0,0,7
"1067",0,0,0,0,0,1,0,0,0,0,16
"1068",0,0,0,0,0,1,0,0,0,0,3
"1069",0,0,0,0,0,1,0,0,0,0,2
"1070",0,0,0,0,0,1,0,0,0,0,2
"1071",0,0,0,0,0,1,0,0,0,0,21
"1072",0,0,0,0,0,1,0,0,0,0,1
"1073",0,0,0,0,0,1,0,0,0,0,17
"1074",0,0,0,0,0,1,0,0,0,0,3
"1075",0,0,0,0,0,1,0,0,0,0,24
"1076",0,0,0,0,0,1,0,0,0,0,23
"1077",0,0,0,0,0,1,0,0,0,0,2
"1078",0,0,0,0,0,1,0,0,0,0,7
"1079",0,0,0,0,0,1,0,0,0,0,10
"1080",0,0,0,0,0,1,0,0,0,0,12
"1081",0,0,0,0,0,1,0,0,0,0,1
"1082",0,0,0,0,0,1,0,0,0,0,1
"1083",0,0,0,0,0,1,0,0,0,0,3
"1084",0,0,0,0,0,1,0,0,0,0,3
"1085",0,0,0,0,0,1,0,0,0,0,4
"1086",0,0,0,0,0,1,0,0,0,0,5
"1087",0,0,0,0,0,1,0,0,0,0,34
"1088",0,0,0,0,0,1,0,0,0,0,3
"1089",0,0,0,0,0,1,0,0,0,0,19
"1090",0,0,0,0,0,1,0,0,0,0,8
"1091",0,0,0,0,0,1,0,0,0,0,116
"1092",0,0,0,0,0,1,0,0,0,0,4
"1093",0,0,0,0,0,1,0,0,0,0,7
"1094",0,0,0,0,0,1,0,0,0,0,9
"1095",0,0,0,0,0,1,0,0,0,0,1
"1096",0,0,0,0,0,1,0,0,0,0,1
"1097",0,0,0,0,0,1,0,0,0,0,2
"1098",0,0,0,0,0,1,0,0,0,0,71
"1099",0,0,0,0,0,1,0,0,0,0,20
"1100",0,0,0,0,0,1,0,0,0,0,7
"1101",0,0,0,0,0,1,0,0,0,0,11
"1102",0,0,0,0,0,1,0,0,0,0,5
"1103",0,0,0,0,0,1,0,0,0,0,2
"1104",0,0,0,0,0,1,0,0,0,0,23
"1105",0,0,0,0,0,1,0,0,0,0,3
"1106",0,0,0,0,0,1,0,0,0,0,2
"1107",0,0,0,0,0,1,0,0,0,0,14
"1108",0,0,0,0,0,1,0,0,0,0,2
"1109",0,0,0,0,0,1,0,0,0,0,25
"1110",0,0,0,0,0,1,0,0,0,0,21
"1111",0,0,0,0,0,1,0,0,0,0,43
"1112",0,0,0,0,0,1,0,0,0,0,7
"1113",0,0,0,0,0,1,0,0,0,0,10
"1114",0,0,0,0,0,1,0,0,0,0,1
"1115",0,0,0,0,0,1,0,0,0,0,180
"1116",0,0,0,0,0,1,0,0,0,0,49
"1117",0,0,0,0,0,1,0,0,0,0,1
"1118",0,0,0,0,0,1,0,0,0,0,2
"1119",0,0,0,0,0,1,0,0,0,0,49
"1120",0,0,0,0,0,1,0,0,0,0,1
"1121",0,0,0,0,0,1,0,0,0,0,10
"1122",0,0,0,0,0,1,0,0,0,0,44
"1123",0,0,0,0,0,1,0,0,0,0,149
"1124",0,0,0,0,0,1,0,0,0,0,1
"1125",0,0,0,0,0,1,0,0,0,0,5
"1126",0,0,0,0,0,1,0,0,0,0,4
"1127",0,0,0,0,0,1,0,0,0,0,92
"1128",0,0,0,0,0,1,0,0,0,0,180
"1129",0,0,0,0,0,1,0,0,0,0,6
"1130",0,0,0,0,0,1,0,0,0,0,31
"1131",0,0,0,0,0,1,0,0,0,0,104
"1132",0,0,0,0,0,1,0,0,0,0,2
"1133",0,0,0,0,0,1,0,0,0,0,63
"1134",0,0,0,0,0,1,0,0,0,0,65
"1135",0,0,0,0,0,1,0,0,0,0,35
"1136",0,0,0,0,0,1,0,0,0,0,112
"1137",0,0,0,0,0,1,0,0,0,0,7
"1138",0,0,0,0,0,1,0,0,0,0,10
"1139",0,0,0,0,0,0,1,0,0,0,3
"1140",0,0,0,0,0,0,1,0,0,0,9
"1141",0,0,0,0,0,0,1,0,0,0,1
"1142",0,0,0,0,0,0,1,0,0,0,68
"1143",0,0,0,0,0,0,1,0,0,0,180
"1144",0,0,0,0,0,0,1,0,0,0,3
"1145",0,0,0,0,0,0,1,0,0,0,4
"1146",0,0,0,0,0,0,1,0,0,0,1
"1147",0,0,0,0,0,0,1,0,0,0,68
"1148",0,0,0,0,0,0,1,0,0,0,180
"1149",0,0,0,0,0,0,1,0,0,0,9
"1150",0,0,0,0,0,0,1,0,0,0,19
"1151",0,0,0,0,0,0,1,0,0,0,20
"1152",0,0,0,0,0,0,1,0,0,0,3
"1153",0,0,0,0,0,0,1,0,0,0,4
"1154",0,0,0,0,0,0,1,0,0,0,1
"1155",0,0,0,0,0,0,1,0,0,0,68
"1156",0,0,0,0,0,0,1,0,0,0,180
"1157",0,0,0,0,0,0,1,0,0,0,4
"1158",0,0,0,0,0,0,1,0,0,0,9
"1159",0,0,0,0,0,0,0,1,0,0,11
"1160",0,0,0,0,0,0,0,1,0,0,7
"1161",0,0,0,0,0,0,0,1,0,0,4
"1162",0,0,0,0,0,0,0,1,0,0,7
"1163",0,0,0,0,0,0,0,1,0,0,1
"1164",0,0,0,0,0,0,0,1,0,0,3
"1165",0,0,0,0,0,0,0,1,0,0,75
"1166",0,0,0,0,0,0,0,1,0,0,9
"1167",0,0,0,0,0,0,0,1,0,0,14
"1168",0,0,0,0,0,0,0,1,0,0,29
"1169",0,0,0,0,0,0,0,1,0,0,4
"1170",0,0,0,0,0,0,0,1,0,0,12
"1171",0,0,0,0,0,0,0,1,0,0,9
"1172",0,0,0,0,0,0,0,1,0,0,4
"1173",0,0,0,0,0,0,0,1,0,0,8
"1174",0,0,0,0,0,0,0,1,0,0,48
"1175",0,0,0,0,0,0,0,1,0,0,33
"1176",0,0,0,0,0,0,0,1,0,0,14
"1177",0,0,0,0,0,0,0,1,0,0,28
"1178",0,0,0,0,0,0,0,1,0,0,11
"1179",0,0,0,0,0,0,0,1,0,0,7
"1180",0,0,0,0,0,0,0,1,0,0,4
"1181",0,0,0,0,0,0,0,1,0,0,8
"1182",0,0,0,0,0,0,0,1,0,0,4
"1183",0,0,0,0,0,0,0,1,0,0,7
"1184",0,0,0,0,0,0,0,1,0,0,2
"1185",0,0,0,0,0,0,0,1,0,0,3
"1186",0,0,0,0,0,0,0,1,0,0,3
"1187",0,0,0,0,0,0,0,1,0,0,1
"1188",0,0,0,0,0,0,0,1,0,0,51
"1189",0,0,0,0,0,0,0,1,0,0,7
"1190",0,0,0,0,0,0,0,1,0,0,15
"1191",0,0,0,0,0,0,0,1,0,0,7
"1192",0,0,0,0,0,0,0,1,0,0,4
"1193",0,0,0,0,0,0,0,1,0,0,8
"1194",0,0,0,0,0,0,0,1,0,0,35
"1195",0,0,0,0,0,0,0,1,0,0,14
"1196",0,0,0,0,0,0,0,1,0,0,51
"1197",0,0,0,0,0,0,0,1,0,0,2
"1198",0,0,0,0,0,0,0,1,0,0,7
"1199",0,0,0,0,0,0,0,1,0,0,5
"1200",0,0,0,0,0,0,0,1,0,0,7
"1201",0,0,0,0,0,0,0,1,0,0,11
"1202",0,0,0,0,0,0,0,1,0,0,75
"1203",0,0,0,0,0,0,0,1,0,0,9
"1204",0,0,0,0,0,0,0,1,0,0,14
"1205",0,0,0,0,0,0,0,1,0,0,29
"1206",0,0,0,0,0,0,0,1,0,0,4
"1207",0,0,0,0,0,0,0,1,0,0,12
"1208",0,0,0,0,0,0,0,1,0,0,10
"1209",0,0,0,0,0,0,0,1,0,0,7
"1210",0,0,0,0,0,0,0,1,0,0,2
"1211",0,0,0,0,0,0,0,1,0,0,4
"1212",0,0,0,0,0,0,0,1,0,0,11
"1213",0,0,0,0,0,0,0,1,0,0,2
"1214",0,0,0,0,0,0,0,1,0,0,2
"1215",0,0,0,0,0,0,0,1,0,0,5
"1216",0,0,0,0,0,0,0,1,0,0,13
"1217",0,0,0,0,0,0,0,1,0,0,25
"1218",0,0,0,0,0,0,0,1,0,0,30
"1219",0,0,0,0,0,0,0,1,0,0,7
"1220",0,0,0,0,0,0,0,1,0,0,4
"1221",0,0,0,0,0,0,0,1,0,0,3
"1222",0,0,0,0,0,0,0,1,0,0,43
"1223",0,0,0,0,0,0,0,1,0,0,1
"1224",0,0,0,0,0,0,0,1,0,0,8
"1225",0,0,0,0,0,0,0,1,0,0,4
"1226",0,0,0,0,0,0,0,1,0,0,8
"1227",0,0,0,0,0,0,0,1,0,0,6
"1228",0,0,0,0,0,0,0,1,0,0,6
"1229",0,0,0,0,0,0,0,1,0,0,6
"1230",0,0,0,0,0,0,0,1,0,0,5
"1231",0,0,0,0,0,0,0,1,0,0,3
"1232",0,0,0,0,0,0,0,1,0,0,2
"1233",0,0,0,0,0,0,0,1,0,0,2
"1234",0,0,0,0,0,0,0,1,0,0,7
"1235",0,0,0,0,0,0,0,1,0,0,4
"1236",0,0,0,0,0,0,0,1,0,0,55
"1237",0,0,0,0,0,0,0,1,0,0,7
"1238",0,0,0,0,0,0,0,1,0,0,9
"1239",0,0,0,0,0,0,0,1,0,0,7
"1240",0,0,0,0,0,0,0,1,0,0,2
"1241",0,0,0,0,0,0,0,1,0,0,3
"1242",0,0,0,0,0,0,0,1,0,0,1
"1243",0,0,0,0,0,0,0,1,0,0,5
"1244",0,0,0,0,0,0,0,1,0,0,20
"1245",0,0,0,0,0,0,0,1,0,0,7
"1246",0,0,0,0,0,0,0,1,0,0,3
"1247",0,0,0,0,0,0,0,1,0,0,14
"1248",0,0,0,0,0,0,0,1,0,0,1
"1249",0,0,0,0,0,0,0,1,0,0,13
"1250",0,0,0,0,0,0,0,1,0,0,2
"1251",0,0,0,0,0,0,0,1,0,0,51
"1252",0,0,0,0,0,0,0,1,0,0,70
"1253",0,0,0,0,0,0,0,1,0,0,7
"1254",0,0,0,0,0,0,0,1,0,0,15
"1255",0,0,0,0,0,0,0,1,0,0,7
"1256",0,0,0,0,0,0,0,1,0,0,4
"1257",0,0,0,0,0,0,0,1,0,0,8
"1258",0,0,0,0,0,0,0,1,0,0,35
"1259",0,0,0,0,0,0,0,1,0,0,33
"1260",0,0,0,0,0,0,0,1,0,0,14
"1261",0,0,0,0,0,0,0,1,0,0,51
"1262",0,0,0,0,0,0,0,1,0,0,3
"1263",0,0,0,0,0,0,0,1,0,0,2
"1264",0,0,0,0,0,0,0,1,0,0,7
"1265",0,0,0,0,0,0,0,1,0,0,2
"1266",0,0,0,0,0,0,0,1,0,0,115
"1267",0,0,0,0,0,0,0,1,0,0,14
"1268",0,0,0,0,0,0,0,1,0,0,25
"1269",0,0,0,0,0,0,0,1,0,0,7
"1270",0,0,0,0,0,0,0,1,0,0,11
"1271",0,0,0,0,0,0,0,1,0,0,8
"1272",0,0,0,0,0,0,0,1,0,0,5
"1273",0,0,0,0,0,0,0,1,0,0,3
"1274",0,0,0,0,0,0,0,1,0,0,3
"1275",0,0,0,0,0,0,0,1,0,0,14
"1276",0,0,0,0,0,0,0,1,0,0,2
"1277",0,0,0,0,0,0,0,1,0,0,3
"1278",0,0,0,0,0,0,0,1,0,0,2
"1279",0,0,0,0,0,0,0,1,0,0,3
"1280",0,0,0,0,0,0,0,1,0,0,5
"1281",0,0,0,0,0,0,0,1,0,0,7
"1282",0,0,0,0,0,0,0,1,0,0,11
"1283",0,0,0,0,0,0,0,1,0,0,25
"1284",0,0,0,0,0,0,0,1,0,0,1
"1285",0,0,0,0,0,0,0,1,0,0,150
"1286",0,0,0,0,0,0,0,1,0,0,33
"1287",0,0,0,0,0,0,0,1,0,0,75
"1288",0,0,0,0,0,0,0,1,0,0,47
"1289",0,0,0,0,0,0,0,1,0,0,14
"1290",0,0,0,0,0,0,0,1,0,0,29
"1291",0,0,0,0,0,0,0,1,0,0,6
"1292",0,0,0,0,0,0,0,1,0,0,10
"1293",0,0,0,0,0,0,0,1,0,0,2
"1294",0,0,0,0,0,0,0,1,0,0,21
"1295",0,0,0,0,0,0,0,1,0,0,6
"1296",0,0,0,0,0,0,0,1,0,0,40
"1297",0,0,0,0,0,0,0,1,0,0,3
"1298",0,0,0,0,0,0,0,1,0,0,3
"1299",0,0,0,0,0,0,0,1,0,0,5
"1300",0,0,0,0,0,0,0,1,0,0,2
"1301",0,0,0,0,0,0,0,1,0,0,49
"1302",0,0,0,0,0,0,0,1,0,0,2
"1303",0,0,0,0,0,0,0,1,0,0,4
"1304",0,0,0,0,0,0,0,1,0,0,12
"1305",0,0,0,0,0,0,0,1,0,0,10
"1306",0,0,0,0,0,0,0,1,0,0,2
"1307",0,0,0,0,0,0,0,1,0,0,7
"1308",0,0,0,0,0,0,0,1,0,0,27
"1309",0,0,0,0,0,0,0,1,0,0,3
"1310",0,0,0,0,0,0,0,1,0,0,180
"1311",0,0,0,0,0,0,0,1,0,0,3
"1312",0,0,0,0,0,0,0,1,0,0,6
"1313",0,0,0,0,0,0,0,1,0,0,3
"1314",0,0,0,0,0,0,0,1,0,0,53
"1315",0,0,0,0,0,0,0,1,0,0,4
"1316",0,0,0,0,0,0,0,1,0,0,18
"1317",0,0,0,0,0,0,0,1,0,0,7
"1318",0,0,0,0,0,0,0,1,0,0,4
"1319",0,0,0,0,0,0,0,1,0,0,8
"1320",0,0,0,0,0,0,0,1,0,0,115
"1321",0,0,0,0,0,0,0,1,0,0,90
"1322",0,0,0,0,0,0,0,1,0,0,5
"1323",0,0,0,0,0,0,0,1,0,0,1
"1324",0,0,0,0,0,0,0,1,0,0,1
"1325",0,0,0,0,0,0,0,1,0,0,56
"1326",0,0,0,0,0,0,0,1,0,0,14
"1327",0,0,0,0,0,0,0,1,0,0,12
"1328",0,0,0,0,0,0,0,1,0,0,14
"1329",0,0,0,0,0,0,0,1,0,0,6
"1330",0,0,0,0,0,0,0,1,0,0,47
"1331",0,0,0,0,0,0,0,1,0,0,15
"1332",0,0,0,0,0,0,0,1,0,0,1
"1333",0,0,0,0,0,0,0,1,0,0,10
"1334",0,0,0,0,0,0,0,1,0,0,5
"1335",0,0,0,0,0,0,0,1,0,0,10
"1336",0,0,0,0,0,0,0,1,0,0,180
"1337",0,0,0,0,0,0,0,1,0,0,21
"1338",0,0,0,0,0,0,0,0,1,0,30
"1339",0,0,0,0,0,0,0,0,1,0,10
"1340",0,0,0,0,0,0,0,0,1,0,168
"1341",0,0,0,0,0,0,0,0,1,0,2
"1342",0,0,0,0,0,0,0,0,1,0,3
"1343",0,0,0,0,0,0,0,0,1,0,180
"1344",0,0,0,0,0,0,0,0,1,0,120
"1345",0,0,0,0,0,0,0,0,1,0,5
"1346",0,0,0,0,0,0,0,0,1,0,12
"1347",0,0,0,0,0,0,0,0,1,0,6
"1348",0,0,0,0,0,0,0,0,1,0,30
"1349",0,0,0,0,0,0,0,0,1,0,10
"1350",0,0,0,0,0,0,0,0,1,0,4
"1351",0,0,0,0,0,0,0,0,1,0,11
"1352",0,0,0,0,0,0,0,0,1,0,5
"1353",0,0,0,0,0,0,0,0,1,0,12
"1354",0,0,0,0,0,0,0,0,1,0,6
"1355",0,0,0,0,0,0,0,0,1,0,39
"1356",0,0,0,0,0,0,0,0,1,0,93
"1357",0,0,0,0,0,0,0,0,1,0,14
"1358",0,0,0,0,0,0,0,0,1,0,14
"1359",0,0,0,0,0,0,0,0,1,0,168
"1360",0,0,0,0,0,0,0,0,1,0,2
"1361",0,0,0,0,0,0,0,0,1,0,3
"1362",0,0,0,0,0,0,0,0,1,0,180
"1363",0,0,0,0,0,0,0,0,1,0,120
"1364",0,0,0,0,0,0,0,0,1,0,10
"1365",0,0,0,0,0,0,0,0,1,0,12
"1366",0,0,0,0,0,0,0,0,1,0,34
"1367",0,0,0,0,0,0,0,0,1,0,13
"1368",0,0,0,0,0,0,0,0,1,0,30
"1369",0,0,0,0,0,0,0,0,1,0,10
"1370",0,0,0,0,0,0,0,0,1,0,26
"1371",0,0,0,0,0,0,0,0,1,0,5
"1372",0,0,0,0,0,0,0,0,1,0,10
"1373",0,0,0,0,0,0,0,0,1,0,4
"1374",0,0,0,0,0,0,0,0,1,0,58
"1375",0,0,0,0,0,0,0,0,1,0,2
"1376",0,0,0,0,0,0,0,0,1,0,3
"1377",0,0,0,0,0,0,0,0,1,0,27
"1378",0,0,0,0,0,0,0,0,1,0,20
"1379",0,0,0,0,0,0,0,0,1,0,4
"1380",0,0,0,0,0,0,0,0,1,0,10
"1381",0,0,0,0,0,0,0,0,1,0,11
"1382",0,0,0,0,0,0,0,0,1,0,2
"1383",0,0,0,0,0,0,0,0,1,0,5
"1384",0,0,0,0,0,0,0,0,1,0,12
"1385",0,0,0,0,0,0,0,0,1,0,6
"1386",0,0,0,0,0,0,0,0,1,0,39
"1387",0,0,0,0,0,0,0,0,1,0,93
"1388",0,0,0,0,0,0,0,0,1,0,4
"1389",0,0,0,0,0,0,0,0,1,0,75
"1390",0,0,0,0,0,0,0,0,1,0,44
"1391",0,0,0,0,0,0,0,0,1,0,49
"1392",0,0,0,0,0,0,0,0,1,0,77
"1393",0,0,0,0,0,0,0,0,1,0,7
"1394",0,0,0,0,0,0,0,0,1,0,14
"1395",0,0,0,0,0,0,0,0,1,0,14
"1396",0,0,0,0,0,0,0,0,1,0,18
"1397",0,0,0,0,0,0,0,0,1,0,14
"1398",0,0,0,0,0,0,0,0,1,0,168
"1399",0,0,0,0,0,0,0,0,1,0,2
"1400",0,0,0,0,0,0,0,0,1,0,3
"1401",0,0,0,0,0,0,0,0,1,0,180
"1402",0,0,0,0,0,0,0,0,1,0,2
"1403",0,0,0,0,0,0,0,0,1,0,18
"1404",0,0,0,0,0,0,0,0,1,0,120
"1405",0,0,0,0,0,0,0,0,1,0,37
"1406",0,0,0,0,0,0,0,0,1,0,10
"1407",0,0,0,0,0,0,0,0,1,0,3
"1408",0,0,0,0,0,0,0,0,1,0,70
"1409",0,0,0,0,0,0,0,0,1,0,3
"1410",0,0,0,0,0,0,0,0,1,0,70
"1411",0,0,0,0,0,0,0,0,1,0,16
"1412",0,0,0,0,0,0,0,0,1,0,1
"1413",0,0,0,0,0,0,0,0,1,0,15
"1414",0,0,0,0,0,0,0,0,1,0,21
"1415",0,0,0,0,0,0,0,0,1,0,3
"1416",0,0,0,0,0,0,0,0,1,0,3
"1417",0,0,0,0,0,0,0,0,1,0,9
"1418",0,0,0,0,0,0,0,0,1,0,9
"1419",0,0,0,0,0,0,0,0,1,0,30
"1420",0,0,0,0,0,0,0,0,1,0,10
"1421",0,0,0,0,0,0,0,0,1,0,52
"1422",0,0,0,0,0,0,0,0,1,0,2
"1423",0,0,0,0,0,0,0,0,1,0,70
"1424",0,0,0,0,0,0,0,0,1,0,20
"1425",0,0,0,0,0,0,0,0,1,0,3
"1426",0,0,0,0,0,0,0,0,1,0,38
"1427",0,0,0,0,0,0,0,0,1,0,96
"1428",0,0,0,0,0,0,0,0,1,0,3
"1429",0,0,0,0,0,0,0,0,1,0,14
"1430",0,0,0,0,0,0,0,0,1,0,37
"1431",0,0,0,0,0,0,0,0,1,0,10
"1432",0,0,0,0,0,0,0,0,1,0,4
"1433",0,0,0,0,0,0,0,0,1,0,6
"1434",0,0,0,0,0,0,0,0,1,0,15
"1435",0,0,0,0,0,0,0,0,1,0,1
"1436",0,0,0,0,0,0,0,0,1,0,2
"1437",0,0,0,0,0,0,0,0,1,0,2
"1438",0,0,0,0,0,0,0,0,1,0,30
"1439",0,0,0,0,0,0,0,0,1,0,6
"1440",0,0,0,0,0,0,0,0,1,0,2
"1441",0,0,0,0,0,0,0,0,1,0,1
"1442",0,0,0,0,0,0,0,0,1,0,2
"1443",0,0,0,0,0,0,0,0,0,1,14
"1444",0,0,0,0,0,0,0,0,0,1,15
"1445",0,0,0,0,0,0,0,0,0,1,13
"1446",0,0,0,0,0,0,0,0,0,1,12
"1447",0,0,0,0,0,0,0,0,0,1,5
"1448",0,0,0,0,0,0,0,0,0,1,10
"1449",0,0,0,0,0,0,0,0,0,1,10
"1450",0,0,0,0,0,0,0,0,0,1,10
"1451",0,0,0,0,0,0,0,0,0,1,30
"1452",0,0,0,0,0,0,0,0,0,1,14
"1453",0,0,0,0,0,0,0,0,0,1,7
"1454",0,0,0,0,0,0,0,0,0,1,2
"1455",0,0,0,0,0,0,0,0,0,1,18
"1456",0,0,0,0,0,0,0,0,0,1,3
"1457",0,0,0,0,0,0,0,0,0,1,10
"1458",0,0,0,0,0,0,0,0,0,1,10
"1459",0,0,0,0,0,0,0,0,0,1,10
"1460",0,0,0,0,0,0,0,0,0,1,64
"1461",0,0,0,0,0,0,0,0,0,1,7
"1462",0,0,0,0,0,0,0,0,0,1,80
"1463",0,0,0,0,0,0,0,0,0,1,13
"1464",0,0,0,0,0,0,0,0,0,1,12
"1465",0,0,0,0,0,0,0,0,0,1,16
"1466",0,0,0,0,0,0,0,0,0,1,21
"1467",0,0,0,0,0,0,0,0,0,1,11
"1468",0,0,0,0,0,0,0,0,0,1,14
"1469",0,0,0,0,0,0,0,0,0,1,7
"1470",0,0,0,0,0,0,0,0,0,1,5
"1471",0,0,0,0,0,0,0,0,0,1,5
"1472",0,0,0,0,0,0,0,0,0,1,8
"1473",0,0,0,0,0,0,0,0,0,1,5
"1474",0,0,0,0,0,0,0,0,0,1,55
"1475",0,0,0,0,0,0,0,0,0,1,98
"1476",0,0,0,0,0,0,0,0,0,1,29
"1477",0,0,0,0,0,0,0,0,0,1,2
"1478",0,0,0,0,0,0,0,0,0,1,15
"1479",0,0,0,0,0,0,0,0,0,1,18
"1480",0,0,0,0,0,0,0,0,0,1,2
"1481",0,0,0,0,0,0,0,0,0,1,3
"1482",0,0,0,0,0,0,0,0,0,1,10
"1483",0,0,0,0,0,0,0,0,0,1,10
"1484",0,0,0,0,0,0,0,0,0,1,10
"1485",0,0,0,0,0,0,0,0,0,1,30
"1486",0,0,0,0,0,0,0,0,0,1,64
"1487",0,0,0,0,0,0,0,0,0,1,7
"1488",0,0,0,0,0,0,0,0,0,1,80
"1489",0,0,0,0,0,0,0,0,0,1,20
"1490",0,0,0,0,0,0,0,0,0,1,2
"1491",0,0,0,0,0,0,0,0,0,1,13
"1492",0,0,0,0,0,0,0,0,0,1,12
"1493",0,0,0,0,0,0,0,0,0,1,55
"1494",0,0,0,0,0,0,0,0,0,1,4
"1495",0,0,0,0,0,0,0,0,0,1,25
"1496",0,0,0,0,0,0,0,0,0,1,30
"1497",0,0,0,0,0,0,0,0,0,1,7
"1498",0,0,0,0,0,0,0,0,0,1,15
"1499",0,0,0,0,0,0,0,0,0,1,30
"1500",0,0,0,0,0,0,0,0,0,1,46
"1501",0,0,0,0,0,0,0,0,0,1,2
"1502",0,0,0,0,0,0,0,0,0,1,14
"1503",0,0,0,0,0,0,0,0,0,1,93
"1504",0,0,0,0,0,0,0,0,0,1,8
"1505",0,0,0,0,0,0,0,0,0,1,15
"1506",0,0,0,0,0,0,0,0,0,1,27
"1507",0,0,0,0,0,0,0,0,0,1,1
"1508",0,0,0,0,0,0,0,0,0,1,5
"1509",0,0,0,0,0,0,0,0,0,1,15
"1510",0,0,0,0,0,0,0,0,0,1,24
"1511",0,0,0,0,0,0,0,0,0,1,4
"1512",0,0,0,0,0,0,0,0,0,1,1
"1513",0,0,0,0,0,0,0,0,0,1,39
"1514",0,0,0,0,0,0,0,0,0,1,7
"1515",0,0,0,0,0,0,0,0,0,1,19
"1516",0,0,0,0,0,0,0,0,0,1,39
"1517",0,0,0,0,0,0,0,0,0,1,5
"1518",0,0,0,0,0,0,0,0,0,1,3
"1519",0,0,0,0,0,0,0,0,0,1,39
"1520",0,0,0,0,0,0,0,0,0,1,5
"1521",0,0,0,0,0,0,0,0,0,1,19
"1522",0,0,0,0,0,0,0,0,0,1,3
"1523",0,0,0,0,0,0,0,0,0,1,39
"1524",0,0,0,0,0,0,0,0,0,1,1
"1525",0,0,0,0,0,0,0,0,0,1,19
"1526",0,0,0,0,0,0,0,0,0,1,4
