"","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","value"
"731",0,1,0,0,0,0,0,4
"732",0,1,0,0,0,0,0,5
"733",0,1,0,0,0,0,0,28
"734",0,1,0,0,0,0,0,3
"735",0,1,0,0,0,0,0,2
"736",0,1,0,0,0,0,0,3
"737",0,1,0,0,0,0,0,3
"738",0,1,0,0,0,0,0,3
"739",0,1,0,0,0,0,0,10
"740",0,1,0,0,0,0,0,4
"741",0,1,0,0,0,0,0,3
"742",0,1,0,0,0,0,0,75
"743",0,1,0,0,0,0,0,14
"744",0,1,0,0,0,0,0,2
"745",0,1,0,0,0,0,0,3
"746",0,1,0,0,0,0,0,3
"747",0,1,0,0,0,0,0,14
"748",0,1,0,0,0,0,0,7
"749",0,1,0,0,0,0,0,15
"750",0,1,0,0,0,0,0,7
"751",0,1,0,0,0,0,0,12
"752",0,1,0,0,0,0,0,4
"753",0,1,0,0,0,0,0,6
"754",0,1,0,0,0,0,0,3
"755",0,1,0,0,0,0,0,1
"756",0,1,0,0,0,0,0,5
"757",0,1,0,0,0,0,0,6
"758",0,1,0,0,0,0,0,11
"759",0,1,0,0,0,0,0,1
"760",0,1,0,0,0,0,0,10
"761",0,1,0,0,0,0,0,3
"762",0,1,0,0,0,0,0,33
"763",0,1,0,0,0,0,0,12
"764",0,1,0,0,0,0,0,42
"765",0,1,0,0,0,0,0,4
"766",0,1,0,0,0,0,0,3
"767",0,1,0,0,0,0,0,15
"768",0,1,0,0,0,0,0,6
"769",0,1,0,0,0,0,0,3
"770",0,1,0,0,0,0,0,13
"771",0,1,0,0,0,0,0,5
"772",0,1,0,0,0,0,0,12
"773",0,1,0,0,0,0,0,3
"774",0,1,0,0,0,0,0,6
"775",0,1,0,0,0,0,0,8
"776",0,1,0,0,0,0,0,4
"777",0,1,0,0,0,0,0,3
"778",0,1,0,0,0,0,0,54
"779",0,1,0,0,0,0,0,9
"780",0,1,0,0,0,0,0,13
"781",0,1,0,0,0,0,0,7
"782",0,1,0,0,0,0,0,4
"783",0,1,0,0,0,0,0,3
"784",0,1,0,0,0,0,0,5
"785",0,1,0,0,0,0,0,21
"786",0,1,0,0,0,0,0,13
"787",0,1,0,0,0,0,0,7
"788",0,1,0,0,0,0,0,9
"789",0,1,0,0,0,0,0,4
"790",0,1,0,0,0,0,0,3
"791",0,1,0,0,0,0,0,3
"792",0,1,0,0,0,0,0,180
"793",0,1,0,0,0,0,0,1
"794",0,1,0,0,0,0,0,18
"795",0,1,0,0,0,0,0,5
"796",0,1,0,0,0,0,0,7
"797",0,1,0,0,0,0,0,9
"798",0,1,0,0,0,0,0,5
"799",0,1,0,0,0,0,0,30
"800",0,1,0,0,0,0,0,5
"801",0,1,0,0,0,0,0,13
"802",0,1,0,0,0,0,0,4
"803",0,1,0,0,0,0,0,4
"804",0,1,0,0,0,0,0,4
"805",0,1,0,0,0,0,0,3
"806",0,1,0,0,0,0,0,3
"807",0,1,0,0,0,0,0,28
"808",0,1,0,0,0,0,0,1
"809",0,1,0,0,0,0,0,7
"810",0,1,0,0,0,0,0,6
"811",0,1,0,0,0,0,0,16
"812",0,1,0,0,0,0,0,8
"813",0,1,0,0,0,0,0,4
"814",0,1,0,0,0,0,0,2
"815",0,1,0,0,0,0,0,7
"816",0,1,0,0,0,0,0,14
"817",0,1,0,0,0,0,0,23
"818",0,1,0,0,0,0,0,5
"819",0,1,0,0,0,0,0,36
"820",0,1,0,0,0,0,0,30
"821",0,1,0,0,0,0,0,16
"822",0,1,0,0,0,0,0,7
"823",0,1,0,0,0,0,0,33
"824",0,1,0,0,0,0,0,4
"825",0,1,0,0,0,0,0,7
"826",0,1,0,0,0,0,0,1
"827",0,1,0,0,0,0,0,9
"828",0,1,0,0,0,0,0,2
"829",0,1,0,0,0,0,0,4
"830",0,1,0,0,0,0,0,10
"831",0,1,0,0,0,0,0,4
"832",0,1,0,0,0,0,0,8
"833",0,1,0,0,0,0,0,10
"834",0,1,0,0,0,0,0,6
"835",0,1,0,0,0,0,0,6
"836",0,1,0,0,0,0,0,5
"837",0,1,0,0,0,0,0,10
"838",0,1,0,0,0,0,0,5
"839",0,1,0,0,0,0,0,20
"840",0,1,0,0,0,0,0,7
"841",0,1,0,0,0,0,0,13
"842",0,1,0,0,0,0,0,5
"843",0,1,0,0,0,0,0,3
"844",0,1,0,0,0,0,0,7
"845",0,1,0,0,0,0,0,4
"846",0,1,0,0,0,0,0,5
"847",0,1,0,0,0,0,0,3
"848",0,1,0,0,0,0,0,2
"849",0,1,0,0,0,0,0,9
"850",0,1,0,0,0,0,0,100
"851",0,1,0,0,0,0,0,6
"852",0,1,0,0,0,0,0,7
"853",0,1,0,0,0,0,0,3
"854",0,1,0,0,0,0,0,6
"855",0,1,0,0,0,0,0,4
"856",0,1,0,0,0,0,0,7
"857",0,1,0,0,0,0,0,13
"858",0,1,0,0,0,0,0,26
"859",0,1,0,0,0,0,0,7
"860",0,1,0,0,0,0,0,3
"861",0,1,0,0,0,0,0,7
"862",0,1,0,0,0,0,0,2
"863",0,1,0,0,0,0,0,2
"864",0,1,0,0,0,0,0,5
"865",0,1,0,0,0,0,0,3
"866",0,1,0,0,0,0,0,6
"867",0,1,0,0,0,0,0,2
"868",0,1,0,0,0,0,0,7
"869",0,1,0,0,0,0,0,9
"870",0,1,0,0,0,0,0,1
"871",0,1,0,0,0,0,0,2
"872",0,1,0,0,0,0,0,3
"873",0,1,0,0,0,0,0,2
"874",0,1,0,0,0,0,0,55
"875",0,1,0,0,0,0,0,3
"876",0,1,0,0,0,0,0,1
"877",0,1,0,0,0,0,0,3
"878",0,1,0,0,0,0,0,3
"879",0,1,0,0,0,0,0,57
"880",0,1,0,0,0,0,0,30
"881",0,1,0,0,0,0,0,7
"882",0,1,0,0,0,0,0,3
"883",0,1,0,0,0,0,0,15
"884",0,1,0,0,0,0,0,10
"885",0,1,0,0,0,0,0,4
"886",0,1,0,0,0,0,0,9
"887",0,1,0,0,0,0,0,5
"888",0,1,0,0,0,0,0,1
"889",0,1,0,0,0,0,0,5
"890",0,1,0,0,0,0,0,10
"891",0,1,0,0,0,0,0,30
"892",0,1,0,0,0,0,0,6
"893",0,1,0,0,0,0,0,3
"894",0,1,0,0,0,0,0,7
"895",0,1,0,0,0,0,0,3
"896",0,1,0,0,0,0,0,2
"897",0,1,0,0,0,0,0,18
"898",0,1,0,0,0,0,0,8
"899",0,1,0,0,0,0,0,4
"900",0,1,0,0,0,0,0,6
"901",0,1,0,0,0,0,0,16
"902",0,1,0,0,0,0,0,8
"903",0,1,0,0,0,0,0,15
"904",0,1,0,0,0,0,0,14
"905",0,1,0,0,0,0,0,14
"906",0,1,0,0,0,0,0,5
"907",0,1,0,0,0,0,0,2
"908",0,1,0,0,0,0,0,3
"909",0,1,0,0,0,0,0,16
"910",0,1,0,0,0,0,0,13
"911",0,1,0,0,0,0,0,4
"912",0,1,0,0,0,0,0,7
"913",0,1,0,0,0,0,0,10
"914",0,1,0,0,0,0,0,3
"915",0,1,0,0,0,0,0,5
"916",0,1,0,0,0,0,0,1
"917",0,1,0,0,0,0,0,30
"918",0,1,0,0,0,0,0,14
"919",0,1,0,0,0,0,0,2
"920",0,1,0,0,0,0,0,4
"921",0,1,0,0,0,0,0,2
"922",0,1,0,0,0,0,0,1
"923",0,1,0,0,0,0,0,61
"924",0,1,0,0,0,0,0,1
"925",0,1,0,0,0,0,0,17
"926",0,1,0,0,0,0,0,9
"927",0,1,0,0,0,0,0,9
"928",0,1,0,0,0,0,0,7
"929",0,1,0,0,0,0,0,14
"930",0,1,0,0,0,0,0,5
"931",0,1,0,0,0,0,0,5
"932",0,1,0,0,0,0,0,12
"933",0,1,0,0,0,0,0,19
"934",0,1,0,0,0,0,0,23
"935",0,1,0,0,0,0,0,60
"936",0,1,0,0,0,0,0,3
"937",0,1,0,0,0,0,0,4
"938",0,1,0,0,0,0,0,4
"939",0,1,0,0,0,0,0,4
"940",0,1,0,0,0,0,0,9
"941",0,1,0,0,0,0,0,7
"942",0,1,0,0,0,0,0,12
"943",0,1,0,0,0,0,0,65
"944",0,1,0,0,0,0,0,8
"945",0,1,0,0,0,0,0,18
"946",0,1,0,0,0,0,0,16
"947",0,1,0,0,0,0,0,18
"948",0,1,0,0,0,0,0,15
"949",0,1,0,0,0,0,0,17
"950",0,1,0,0,0,0,0,2
"951",0,1,0,0,0,0,0,6
"952",0,1,0,0,0,0,0,4
"953",0,1,0,0,0,0,0,9
"954",0,1,0,0,0,0,0,8
"955",0,1,0,0,0,0,0,3
"956",0,1,0,0,0,0,0,15
"957",0,1,0,0,0,0,0,6
"958",0,1,0,0,0,0,0,5
"959",0,1,0,0,0,0,0,21
"960",0,1,0,0,0,0,0,4
"961",0,1,0,0,0,0,0,5
"962",0,1,0,0,0,0,0,2
"963",0,1,0,0,0,0,0,27
"964",0,1,0,0,0,0,0,8
"965",0,1,0,0,0,0,0,8
"966",0,1,0,0,0,0,0,10
"967",0,1,0,0,0,0,0,7
"968",0,1,0,0,0,0,0,10
"969",0,1,0,0,0,0,0,20
"970",0,1,0,0,0,0,0,4
"971",0,1,0,0,0,0,0,2
"972",0,1,0,0,0,0,0,3
"973",0,1,0,0,0,0,0,14
"974",0,1,0,0,0,0,0,3
"975",0,1,0,0,0,0,0,4
"976",0,1,0,0,0,0,0,4
"977",0,1,0,0,0,0,0,4
"978",0,1,0,0,0,0,0,4
"979",0,1,0,0,0,0,0,2
"980",0,1,0,0,0,0,0,3
"981",0,1,0,0,0,0,0,2
"982",0,1,0,0,0,0,0,6
"983",0,1,0,0,0,0,0,45
"984",0,1,0,0,0,0,0,2
"985",0,1,0,0,0,0,0,1
"986",0,1,0,0,0,0,0,8
"987",0,1,0,0,0,0,0,6
"988",0,1,0,0,0,0,0,3
"989",0,1,0,0,0,0,0,3
"990",0,1,0,0,0,0,0,3
"991",0,1,0,0,0,0,0,3
"992",0,1,0,0,0,0,0,4
"993",0,1,0,0,0,0,0,15
"994",0,1,0,0,0,0,0,3
"995",0,1,0,0,0,0,0,10
"996",0,1,0,0,0,0,0,2
"997",0,1,0,0,0,0,0,3
"998",0,1,0,0,0,0,0,1
"999",0,1,0,0,0,0,0,4
"1000",0,1,0,0,0,0,0,23
"1001",0,1,0,0,0,0,0,1
"1002",0,1,0,0,0,0,0,35
"1003",0,1,0,0,0,0,0,41
"1004",0,1,0,0,0,0,0,2
"1005",0,1,0,0,0,0,0,16
"1006",0,1,0,0,0,0,0,3
"1007",0,0,1,0,0,0,0,6
"1008",0,0,1,0,0,0,0,22
"1009",0,0,1,0,0,0,0,13
"1010",0,0,1,0,0,0,0,15
"1011",0,0,1,0,0,0,0,2
"1012",0,0,1,0,0,0,0,17
"1013",0,0,1,0,0,0,0,2
"1014",0,0,1,0,0,0,0,49
"1015",0,0,1,0,0,0,0,3
"1016",0,0,1,0,0,0,0,14
"1017",0,0,1,0,0,0,0,5
"1018",0,0,1,0,0,0,0,3
"1019",0,0,1,0,0,0,0,10
"1020",0,0,1,0,0,0,0,2
"1021",0,0,1,0,0,0,0,5
"1022",0,0,1,0,0,0,0,6
"1023",0,0,1,0,0,0,0,2
"1024",0,0,1,0,0,0,0,11
"1025",0,0,1,0,0,0,0,2
"1026",0,0,1,0,0,0,0,9
"1027",0,0,1,0,0,0,0,4
"1028",0,0,1,0,0,0,0,7
"1029",0,0,1,0,0,0,0,22
"1030",0,0,1,0,0,0,0,13
"1031",0,0,1,0,0,0,0,10
"1032",0,0,1,0,0,0,0,11
"1033",0,0,1,0,0,0,0,15
"1034",0,0,1,0,0,0,0,14
"1035",0,0,1,0,0,0,0,46
"1036",0,0,1,0,0,0,0,42
"1037",0,0,1,0,0,0,0,6
"1038",0,0,1,0,0,0,0,22
"1039",0,0,1,0,0,0,0,13
"1040",0,0,1,0,0,0,0,15
"1041",0,0,1,0,0,0,0,8
"1042",0,0,1,0,0,0,0,5
"1043",0,0,1,0,0,0,0,9
"1044",0,0,1,0,0,0,0,4
"1045",0,0,1,0,0,0,0,3
"1046",0,0,1,0,0,0,0,4
"1047",0,0,1,0,0,0,0,16
"1048",0,0,1,0,0,0,0,2
"1049",0,0,1,0,0,0,0,17
"1050",0,0,1,0,0,0,0,2
"1051",0,0,1,0,0,0,0,2
"1052",0,0,1,0,0,0,0,6
"1053",0,0,1,0,0,0,0,6
"1054",0,0,1,0,0,0,0,13
"1055",0,0,1,0,0,0,0,3
"1056",0,0,1,0,0,0,0,13
"1057",0,0,1,0,0,0,0,40
"1058",0,0,1,0,0,0,0,7
"1059",0,0,1,0,0,0,0,2
"1060",0,0,1,0,0,0,0,4
"1061",0,0,1,0,0,0,0,8
"1062",0,0,1,0,0,0,0,24
"1063",0,0,1,0,0,0,0,10
"1064",0,0,1,0,0,0,0,14
"1065",0,0,1,0,0,0,0,11
"1066",0,0,1,0,0,0,0,39
"1067",0,0,1,0,0,0,0,3
"1068",0,0,1,0,0,0,0,21
"1069",0,0,1,0,0,0,0,8
"1070",0,0,1,0,0,0,0,7
"1071",0,0,1,0,0,0,0,8
"1072",0,0,1,0,0,0,0,8
"1073",0,0,1,0,0,0,0,14
"1074",0,0,1,0,0,0,0,5
"1075",0,0,1,0,0,0,0,3
"1076",0,0,1,0,0,0,0,10
"1077",0,0,1,0,0,0,0,2
"1078",0,0,1,0,0,0,0,5
"1079",0,0,1,0,0,0,0,6
"1080",0,0,1,0,0,0,0,2
"1081",0,0,1,0,0,0,0,12
"1082",0,0,1,0,0,0,0,4
"1083",0,0,1,0,0,0,0,3
"1084",0,0,1,0,0,0,0,4
"1085",0,0,1,0,0,0,0,6
"1086",0,0,1,0,0,0,0,7
"1087",0,0,1,0,0,0,0,5
"1088",0,0,1,0,0,0,0,14
"1089",0,0,1,0,0,0,0,6
"1090",0,0,1,0,0,0,0,10
"1091",0,0,1,0,0,0,0,20
"1092",0,0,1,0,0,0,0,5
"1093",0,0,1,0,0,0,0,22
"1094",0,0,1,0,0,0,0,10
"1095",0,0,1,0,0,0,0,12
"1096",0,0,1,0,0,0,0,10
"1097",0,0,1,0,0,0,0,14
"1098",0,0,1,0,0,0,0,15
"1099",0,0,1,0,0,0,0,6
"1100",0,0,1,0,0,0,0,8
"1101",0,0,1,0,0,0,0,6
"1102",0,0,1,0,0,0,0,3
"1103",0,0,1,0,0,0,0,4
"1104",0,0,1,0,0,0,0,8
"1105",0,0,1,0,0,0,0,5
"1106",0,0,1,0,0,0,0,9
"1107",0,0,1,0,0,0,0,10
"1108",0,0,1,0,0,0,0,5
"1109",0,0,1,0,0,0,0,4
"1110",0,0,1,0,0,0,0,3
"1111",0,0,1,0,0,0,0,4
"1112",0,0,1,0,0,0,0,16
"1113",0,0,1,0,0,0,0,10
"1114",0,0,1,0,0,0,0,9
"1115",0,0,1,0,0,0,0,7
"1116",0,0,1,0,0,0,0,8
"1117",0,0,1,0,0,0,0,8
"1118",0,0,1,0,0,0,0,17
"1119",0,0,1,0,0,0,0,22
"1120",0,0,1,0,0,0,0,2
"1121",0,0,1,0,0,0,0,7
"1122",0,0,1,0,0,0,0,7
"1123",0,0,1,0,0,0,0,55
"1124",0,0,1,0,0,0,0,8
"1125",0,0,1,0,0,0,0,3
"1126",0,0,1,0,0,0,0,2
"1127",0,0,1,0,0,0,0,1
"1128",0,0,1,0,0,0,0,2
"1129",0,0,1,0,0,0,0,15
"1130",0,0,1,0,0,0,0,17
"1131",0,0,1,0,0,0,0,2
"1132",0,0,1,0,0,0,0,5
"1133",0,0,1,0,0,0,0,6
"1134",0,0,1,0,0,0,0,6
"1135",0,0,1,0,0,0,0,6
"1136",0,0,1,0,0,0,0,23
"1137",0,0,1,0,0,0,0,15
"1138",0,0,1,0,0,0,0,5
"1139",0,0,1,0,0,0,0,5
"1140",0,0,1,0,0,0,0,10
"1141",0,0,1,0,0,0,0,13
"1142",0,0,1,0,0,0,0,7
"1143",0,0,1,0,0,0,0,7
"1144",0,0,1,0,0,0,0,7
"1145",0,0,1,0,0,0,0,2
"1146",0,0,1,0,0,0,0,13
"1147",0,0,1,0,0,0,0,8
"1148",0,0,1,0,0,0,0,1
"1149",0,0,1,0,0,0,0,6
"1150",0,0,1,0,0,0,0,2
"1151",0,0,1,0,0,0,0,15
"1152",0,0,1,0,0,0,0,4
"1153",0,0,1,0,0,0,0,40
"1154",0,0,1,0,0,0,0,7
"1155",0,0,1,0,0,0,0,2
"1156",0,0,1,0,0,0,0,4
"1157",0,0,1,0,0,0,0,4
"1158",0,0,1,0,0,0,0,3
"1159",0,0,1,0,0,0,0,4
"1160",0,0,1,0,0,0,0,8
"1161",0,0,1,0,0,0,0,24
"1162",0,0,1,0,0,0,0,10
"1163",0,0,1,0,0,0,0,10
"1164",0,0,1,0,0,0,0,14
"1165",0,0,1,0,0,0,0,13
"1166",0,0,1,0,0,0,0,8
"1167",0,0,1,0,0,0,0,39
"1168",0,0,1,0,0,0,0,3
"1169",0,0,1,0,0,0,0,14
"1170",0,0,1,0,0,0,0,10
"1171",0,0,1,0,0,0,0,13
"1172",0,0,1,0,0,0,0,8
"1173",0,0,1,0,0,0,0,17
"1174",0,0,1,0,0,0,0,12
"1175",0,0,1,0,0,0,0,25
"1176",0,0,1,0,0,0,0,4
"1177",0,0,1,0,0,0,0,2
"1178",0,0,1,0,0,0,0,30
"1179",0,0,1,0,0,0,0,1
"1180",0,0,1,0,0,0,0,7
"1181",0,0,1,0,0,0,0,13
"1182",0,0,1,0,0,0,0,3
"1183",0,0,1,0,0,0,0,2
"1184",0,0,1,0,0,0,0,8
"1185",0,0,1,0,0,0,0,19
"1186",0,0,1,0,0,0,0,5
"1187",0,0,1,0,0,0,0,20
"1188",0,0,1,0,0,0,0,33
"1189",0,0,1,0,0,0,0,21
"1190",0,0,1,0,0,0,0,8
"1191",0,0,1,0,0,0,0,7
"1192",0,0,1,0,0,0,0,8
"1193",0,0,1,0,0,0,0,8
"1194",0,0,1,0,0,0,0,2
"1195",0,0,1,0,0,0,0,8
"1196",0,0,1,0,0,0,0,7
"1197",0,0,1,0,0,0,0,2
"1198",0,0,1,0,0,0,0,7
"1199",0,0,1,0,0,0,0,4
"1200",0,0,1,0,0,0,0,14
"1201",0,0,1,0,0,0,0,5
"1202",0,0,1,0,0,0,0,3
"1203",0,0,1,0,0,0,0,10
"1204",0,0,1,0,0,0,0,2
"1205",0,0,1,0,0,0,0,28
"1206",0,0,1,0,0,0,0,6
"1207",0,0,1,0,0,0,0,4
"1208",0,0,1,0,0,0,0,12
"1209",0,0,1,0,0,0,0,6
"1210",0,0,1,0,0,0,0,2
"1211",0,0,1,0,0,0,0,5
"1212",0,0,1,0,0,0,0,3
"1213",0,0,1,0,0,0,0,3
"1214",0,0,1,0,0,0,0,119
"1215",0,0,1,0,0,0,0,5
"1216",0,0,1,0,0,0,0,3
"1217",0,0,1,0,0,0,0,5
"1218",0,0,1,0,0,0,0,14
"1219",0,0,1,0,0,0,0,20
"1220",0,0,1,0,0,0,0,21
"1221",0,0,1,0,0,0,0,128
"1222",0,0,1,0,0,0,0,2
"1223",0,0,1,0,0,0,0,5
"1224",0,0,1,0,0,0,0,6
"1225",0,0,1,0,0,0,0,2
"1226",0,0,1,0,0,0,0,1
"1227",0,0,1,0,0,0,0,10
"1228",0,0,1,0,0,0,0,4
"1229",0,0,1,0,0,0,0,4
"1230",0,0,1,0,0,0,0,3
"1231",0,0,1,0,0,0,0,4
"1232",0,0,1,0,0,0,0,6
"1233",0,0,1,0,0,0,0,7
"1234",0,0,1,0,0,0,0,2
"1235",0,0,1,0,0,0,0,3
"1236",0,0,1,0,0,0,0,5
"1237",0,0,1,0,0,0,0,5
"1238",0,0,1,0,0,0,0,2
"1239",0,0,1,0,0,0,0,27
"1240",0,0,1,0,0,0,0,7
"1241",0,0,1,0,0,0,0,36
"1242",0,0,1,0,0,0,0,1
"1243",0,0,1,0,0,0,0,110
"1244",0,0,1,0,0,0,0,4
"1245",0,0,1,0,0,0,0,2
"1246",0,0,1,0,0,0,0,10
"1247",0,0,1,0,0,0,0,32
"1248",0,0,1,0,0,0,0,9
"1249",0,0,1,0,0,0,0,2
"1250",0,0,1,0,0,0,0,3
"1251",0,0,1,0,0,0,0,37
"1252",0,0,1,0,0,0,0,8
"1253",0,0,1,0,0,0,0,2
"1254",0,0,1,0,0,0,0,3
"1255",0,0,1,0,0,0,0,3
"1256",0,0,1,0,0,0,0,3
"1257",0,0,1,0,0,0,0,53
"1258",0,0,1,0,0,0,0,19
"1259",0,0,1,0,0,0,0,1
"1260",0,0,1,0,0,0,0,1
"1261",0,0,1,0,0,0,0,3
"1262",0,0,1,0,0,0,0,47
"1263",0,0,1,0,0,0,0,6
"1264",0,0,1,0,0,0,0,11
"1265",0,0,1,0,0,0,0,5
"1266",0,0,1,0,0,0,0,10
"1267",0,0,1,0,0,0,0,3
"1268",0,0,1,0,0,0,0,12
"1269",0,0,1,0,0,0,0,2
"1270",0,0,1,0,0,0,0,3
"1271",0,0,1,0,0,0,0,3
"1272",0,0,1,0,0,0,0,6
"1273",0,0,1,0,0,0,0,2
"1274",0,0,1,0,0,0,0,6
"1275",0,0,1,0,0,0,0,8
"1276",0,0,1,0,0,0,0,7
"1277",0,0,1,0,0,0,0,42
"1278",0,0,1,0,0,0,0,7
"1279",0,0,1,0,0,0,0,8
"1280",0,0,1,0,0,0,0,7
"1281",0,0,1,0,0,0,0,6
"1282",0,0,1,0,0,0,0,3
"1283",0,0,1,0,0,0,0,19
"1284",0,0,1,0,0,0,0,2
"1285",0,0,1,0,0,0,0,2
"1286",0,0,1,0,0,0,0,14
"1287",0,0,1,0,0,0,0,3
"1288",0,0,1,0,0,0,0,3
"1289",0,0,1,0,0,0,0,147
"1290",0,0,1,0,0,0,0,5
"1291",0,0,1,0,0,0,0,4
"1292",0,0,1,0,0,0,0,3
"1293",0,0,1,0,0,0,0,3
"1294",0,0,1,0,0,0,0,6
"1295",0,0,1,0,0,0,0,2
"1296",0,0,1,0,0,0,0,6
"1297",0,0,1,0,0,0,0,8
"1298",0,0,1,0,0,0,0,2
"1299",0,0,1,0,0,0,0,3
"1300",0,0,1,0,0,0,0,2
"1301",0,0,1,0,0,0,0,7
"1302",0,0,1,0,0,0,0,28
"1303",0,0,1,0,0,0,0,27
"1304",0,0,1,0,0,0,0,3
"1305",0,0,1,0,0,0,0,3
"1306",0,0,1,0,0,0,0,24
"1307",0,0,1,0,0,0,0,5
"1308",0,0,1,0,0,0,0,5
"1309",0,0,1,0,0,0,0,5
"1310",0,0,1,0,0,0,0,13
"1311",0,0,1,0,0,0,0,3
"1312",0,0,1,0,0,0,0,5
"1313",0,0,1,0,0,0,0,11
"1314",0,0,1,0,0,0,0,3
"1315",0,0,1,0,0,0,0,3
"1316",0,0,1,0,0,0,0,4
"1317",0,0,1,0,0,0,0,5
"1318",0,0,1,0,0,0,0,29
"1319",0,0,1,0,0,0,0,2
"1320",0,0,1,0,0,0,0,14
"1321",0,0,1,0,0,0,0,5
"1322",0,0,1,0,0,0,0,6
"1323",0,0,1,0,0,0,0,14
"1324",0,0,1,0,0,0,0,3
"1325",0,0,1,0,0,0,0,2
"1326",0,0,1,0,0,0,0,4
"1327",0,0,1,0,0,0,0,9
"1328",0,0,1,0,0,0,0,10
"1329",0,0,1,0,0,0,0,14
"1330",0,0,1,0,0,0,0,5
"1331",0,0,1,0,0,0,0,8
"1332",0,0,1,0,0,0,0,10
"1333",0,0,1,0,0,0,0,2
"1334",0,0,1,0,0,0,0,1
"1335",0,0,1,0,0,0,0,5
"1336",0,0,1,0,0,0,0,2
"1337",0,0,1,0,0,0,0,4
"1338",0,0,1,0,0,0,0,2
"1339",0,0,1,0,0,0,0,7
"1340",0,0,1,0,0,0,0,5
"1341",0,0,1,0,0,0,0,4
"1342",0,0,1,0,0,0,0,10
"1343",0,0,1,0,0,0,0,1
"1344",0,0,1,0,0,0,0,5
"1345",0,0,1,0,0,0,0,7
"1346",0,0,1,0,0,0,0,3
"1347",0,0,1,0,0,0,0,5
"1348",0,0,1,0,0,0,0,4
"1349",0,0,1,0,0,0,0,9
"1350",0,0,1,0,0,0,0,10
"1351",0,0,1,0,0,0,0,5
"1352",0,0,1,0,0,0,0,3
"1353",0,0,1,0,0,0,0,5
"1354",0,0,1,0,0,0,0,25
"1355",0,0,1,0,0,0,0,12
"1356",0,0,1,0,0,0,0,15
"1357",0,0,1,0,0,0,0,7
"1358",0,0,1,0,0,0,0,5
"1359",0,0,1,0,0,0,0,1
"1360",0,0,1,0,0,0,0,5
"1361",0,0,1,0,0,0,0,9
"1362",0,0,1,0,0,0,0,4
"1363",0,0,1,0,0,0,0,3
"1364",0,0,1,0,0,0,0,4
"1365",0,0,1,0,0,0,0,3
"1366",0,0,1,0,0,0,0,2
"1367",0,0,1,0,0,0,0,1
"1368",0,0,1,0,0,0,0,6
"1369",0,0,1,0,0,0,0,2
"1370",0,0,1,0,0,0,0,3
"1371",0,0,1,0,0,0,0,5
"1372",0,0,1,0,0,0,0,56
"1373",0,0,1,0,0,0,0,25
"1374",0,0,1,0,0,0,0,1
"1375",0,0,1,0,0,0,0,16
"1376",0,0,1,0,0,0,0,2
"1377",0,0,1,0,0,0,0,10
"1378",0,0,1,0,0,0,0,2
"1379",0,0,1,0,0,0,0,6
"1380",0,0,1,0,0,0,0,5
"1381",0,0,1,0,0,0,0,9
"1382",0,0,1,0,0,0,0,147
"1383",0,0,1,0,0,0,0,9
"1384",0,0,1,0,0,0,0,2
"1385",0,0,1,0,0,0,0,28
"1386",0,0,1,0,0,0,0,5
"1387",0,0,1,0,0,0,0,4
"1388",0,0,1,0,0,0,0,3
"1389",0,0,1,0,0,0,0,8
"1390",0,0,1,0,0,0,0,7
"1391",0,0,1,0,0,0,0,7
"1392",0,0,1,0,0,0,0,5
"1393",0,0,1,0,0,0,0,4
"1394",0,0,1,0,0,0,0,8
"1395",0,0,1,0,0,0,0,6
"1396",0,0,1,0,0,0,0,28
"1397",0,0,1,0,0,0,0,4
"1398",0,0,1,0,0,0,0,23
"1399",0,0,1,0,0,0,0,3
"1400",0,0,1,0,0,0,0,4
"1401",0,0,1,0,0,0,0,7
"1402",0,0,1,0,0,0,0,6
"1403",0,0,1,0,0,0,0,7
"1404",0,0,1,0,0,0,0,12
"1405",0,0,1,0,0,0,0,3
"1406",0,0,1,0,0,0,0,3
"1407",0,0,1,0,0,0,0,14
"1408",0,0,1,0,0,0,0,5
"1409",0,0,1,0,0,0,0,2
"1410",0,0,1,0,0,0,0,14
"1411",0,0,1,0,0,0,0,9
"1412",0,0,1,0,0,0,0,4
"1413",0,0,1,0,0,0,0,2
"1414",0,0,1,0,0,0,0,5
"1415",0,0,1,0,0,0,0,27
"1416",0,0,1,0,0,0,0,4
"1417",0,0,1,0,0,0,0,28
"1418",0,0,1,0,0,0,0,6
"1419",0,0,1,0,0,0,0,1
"1420",0,0,1,0,0,0,0,1
"1421",0,0,1,0,0,0,0,2
"1422",0,0,1,0,0,0,0,5
"1423",0,0,1,0,0,0,0,3
"1424",0,0,1,0,0,0,0,14
"1425",0,0,1,0,0,0,0,3
"1426",0,0,1,0,0,0,0,20
"1427",0,0,1,0,0,0,0,3
"1428",0,0,1,0,0,0,0,3
"1429",0,0,1,0,0,0,0,11
"1430",0,0,1,0,0,0,0,11
"1431",0,0,1,0,0,0,0,5
"1432",0,0,1,0,0,0,0,3
"1433",0,0,1,0,0,0,0,14
"1434",0,0,1,0,0,0,0,5
"1435",0,0,1,0,0,0,0,4
"1436",0,0,1,0,0,0,0,3
"1437",0,0,1,0,0,0,0,5
"1438",0,0,1,0,0,0,0,7
"1439",0,0,1,0,0,0,0,15
"1440",0,0,1,0,0,0,0,18
"1441",0,0,1,0,0,0,0,7
