"","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","value"
"441",1,0,0,0,0,0,0,7
"442",1,0,0,0,0,0,0,7
"443",1,0,0,0,0,0,0,4
"444",1,0,0,0,0,0,0,11
"445",1,0,0,0,0,0,0,16
"446",1,0,0,0,0,0,0,3
"447",1,0,0,0,0,0,0,180
"448",1,0,0,0,0,0,0,5
"449",1,0,0,0,0,0,0,5
"450",1,0,0,0,0,0,0,10
"451",1,0,0,0,0,0,0,4
"452",1,0,0,0,0,0,0,12
"453",1,0,0,0,0,0,0,4
"454",1,0,0,0,0,0,0,3
"455",1,0,0,0,0,0,0,5
"456",1,0,0,0,0,0,0,3
"457",1,0,0,0,0,0,0,2
"458",1,0,0,0,0,0,0,32
"459",1,0,0,0,0,0,0,16
"460",1,0,0,0,0,0,0,7
"461",1,0,0,0,0,0,0,13
"462",1,0,0,0,0,0,0,8
"463",1,0,0,0,0,0,0,10
"464",1,0,0,0,0,0,0,3
"465",1,0,0,0,0,0,0,23
"466",1,0,0,0,0,0,0,3
"467",1,0,0,0,0,0,0,10
"468",1,0,0,0,0,0,0,7
"469",1,0,0,0,0,0,0,3
"470",1,0,0,0,0,0,0,23
"471",1,0,0,0,0,0,0,11
"472",1,0,0,0,0,0,0,4
"473",1,0,0,0,0,0,0,5
"474",1,0,0,0,0,0,0,6
"475",1,0,0,0,0,0,0,12
"476",1,0,0,0,0,0,0,11
"477",1,0,0,0,0,0,0,7
"478",1,0,0,0,0,0,0,20
"479",1,0,0,0,0,0,0,1
"480",1,0,0,0,0,0,0,3
"481",1,0,0,0,0,0,0,3
"482",1,0,0,0,0,0,0,1
"483",1,0,0,0,0,0,0,9
"484",1,0,0,0,0,0,0,1
"485",1,0,0,0,0,0,0,30
"486",1,0,0,0,0,0,0,8
"487",1,0,0,0,0,0,0,12
"488",1,0,0,0,0,0,0,3
"489",1,0,0,0,0,0,0,3
"490",1,0,0,0,0,0,0,10
"491",1,0,0,0,0,0,0,6
"492",1,0,0,0,0,0,0,8
"493",1,0,0,0,0,0,0,10
"494",1,0,0,0,0,0,0,1
"495",1,0,0,0,0,0,0,5
"496",1,0,0,0,0,0,0,44
"497",1,0,0,0,0,0,0,5
"498",1,0,0,0,0,0,0,1
"499",1,0,0,0,0,0,0,2
"500",1,0,0,0,0,0,0,7
"501",1,0,0,0,0,0,0,7
"502",0,1,0,0,0,0,0,4
"503",0,1,0,0,0,0,0,12
"504",0,1,0,0,0,0,0,17
"505",0,1,0,0,0,0,0,18
"506",0,1,0,0,0,0,0,10
"507",0,1,0,0,0,0,0,3
"508",0,1,0,0,0,0,0,2
"509",0,1,0,0,0,0,0,10
"510",0,1,0,0,0,0,0,3
"511",0,1,0,0,0,0,0,9
"512",0,1,0,0,0,0,0,168
"513",0,1,0,0,0,0,0,1
"514",0,1,0,0,0,0,0,7
"515",0,1,0,0,0,0,0,5
"516",0,1,0,0,0,0,0,15
"517",0,1,0,0,0,0,0,3
"518",0,1,0,0,0,0,0,5
"519",0,1,0,0,0,0,0,6
"520",0,1,0,0,0,0,0,3
"521",0,1,0,0,0,0,0,13
"522",0,1,0,0,0,0,0,8
"523",0,1,0,0,0,0,0,7
"524",0,1,0,0,0,0,0,10
"525",0,1,0,0,0,0,0,22
"526",0,1,0,0,0,0,0,20
"527",0,1,0,0,0,0,0,40
"528",0,1,0,0,0,0,0,44
"529",0,1,0,0,0,0,0,16
"530",0,1,0,0,0,0,0,9
"531",0,1,0,0,0,0,0,4
"532",0,1,0,0,0,0,0,12
"533",0,1,0,0,0,0,0,45
"534",0,1,0,0,0,0,0,17
"535",0,1,0,0,0,0,0,13
"536",0,1,0,0,0,0,0,6
"537",0,1,0,0,0,0,0,8
"538",0,1,0,0,0,0,0,3
"539",0,1,0,0,0,0,0,1
"540",0,1,0,0,0,0,0,3
"541",0,1,0,0,0,0,0,67
"542",0,1,0,0,0,0,0,2
"543",0,1,0,0,0,0,0,10
"544",0,1,0,0,0,0,0,4
"545",0,1,0,0,0,0,0,2
"546",0,1,0,0,0,0,0,4
"547",0,1,0,0,0,0,0,5
"548",0,1,0,0,0,0,0,1
"549",0,1,0,0,0,0,0,5
"550",0,1,0,0,0,0,0,6
"551",0,1,0,0,0,0,0,1
"552",0,1,0,0,0,0,0,3
"553",0,1,0,0,0,0,0,3
"554",0,1,0,0,0,0,0,7
"555",0,1,0,0,0,0,0,8
"556",0,1,0,0,0,0,0,9
"557",0,1,0,0,0,0,0,15
"558",0,1,0,0,0,0,0,20
"559",0,1,0,0,0,0,0,17
"560",0,1,0,0,0,0,0,15
"561",0,1,0,0,0,0,0,9
"562",0,1,0,0,0,0,0,29
"563",0,1,0,0,0,0,0,9
"564",0,1,0,0,0,0,0,6
"565",0,1,0,0,0,0,0,5
"566",0,1,0,0,0,0,0,9
"567",0,1,0,0,0,0,0,9
"568",0,1,0,0,0,0,0,168
"569",0,1,0,0,0,0,0,1
"570",0,1,0,0,0,0,0,7
"571",0,1,0,0,0,0,0,5
"572",0,1,0,0,0,0,0,14
"573",0,1,0,0,0,0,0,15
"574",0,1,0,0,0,0,0,3
"575",0,1,0,0,0,0,0,5
"576",0,1,0,0,0,0,0,6
"577",0,1,0,0,0,0,0,4
"578",0,1,0,0,0,0,0,3
"579",0,1,0,0,0,0,0,15
"580",0,1,0,0,0,0,0,2
"581",0,1,0,0,0,0,0,3
"582",0,1,0,0,0,0,0,3
"583",0,1,0,0,0,0,0,3
"584",0,1,0,0,0,0,0,14
"585",0,1,0,0,0,0,0,3
"586",0,1,0,0,0,0,0,12
"587",0,1,0,0,0,0,0,3
"588",0,1,0,0,0,0,0,7
"589",0,1,0,0,0,0,0,26
"590",0,1,0,0,0,0,0,27
"591",0,1,0,0,0,0,0,45
"592",0,1,0,0,0,0,0,21
"593",0,1,0,0,0,0,0,16
"594",0,1,0,0,0,0,0,15
"595",0,1,0,0,0,0,0,17
"596",0,1,0,0,0,0,0,11
"597",0,1,0,0,0,0,0,1
"598",0,1,0,0,0,0,0,1
"599",0,1,0,0,0,0,0,3
"600",0,1,0,0,0,0,0,2
"601",0,1,0,0,0,0,0,13
"602",0,1,0,0,0,0,0,6
"603",0,1,0,0,0,0,0,8
"604",0,1,0,0,0,0,0,3
"605",0,1,0,0,0,0,0,8
"606",0,1,0,0,0,0,0,3
"607",0,1,0,0,0,0,0,1
"608",0,1,0,0,0,0,0,3
"609",0,1,0,0,0,0,0,67
"610",0,1,0,0,0,0,0,2
"611",0,1,0,0,0,0,0,5
"612",0,1,0,0,0,0,0,6
"613",0,1,0,0,0,0,0,10
"614",0,1,0,0,0,0,0,13
"615",0,1,0,0,0,0,0,11
"616",0,1,0,0,0,0,0,13
"617",0,1,0,0,0,0,0,5
"618",0,1,0,0,0,0,0,6
"619",0,1,0,0,0,0,0,22
"620",0,1,0,0,0,0,0,74
"621",0,1,0,0,0,0,0,3
"622",0,1,0,0,0,0,0,7
"623",0,1,0,0,0,0,0,1
"624",0,1,0,0,0,0,0,3
"625",0,1,0,0,0,0,0,67
"626",0,1,0,0,0,0,0,2
"627",0,1,0,0,0,0,0,10
"628",0,1,0,0,0,0,0,4
"629",0,1,0,0,0,0,0,1
"630",0,1,0,0,0,0,0,2
"631",0,1,0,0,0,0,0,4
"632",0,1,0,0,0,0,0,5
"633",0,1,0,0,0,0,0,1
"634",0,1,0,0,0,0,0,5
"635",0,1,0,0,0,0,0,5
"636",0,1,0,0,0,0,0,4
"637",0,1,0,0,0,0,0,70
"638",0,1,0,0,0,0,0,4
"639",0,1,0,0,0,0,0,5
"640",0,1,0,0,0,0,0,3
"641",0,1,0,0,0,0,0,2
"642",0,1,0,0,0,0,0,7
"643",0,1,0,0,0,0,0,3
"644",0,1,0,0,0,0,0,5
"645",0,1,0,0,0,0,0,9
"646",0,1,0,0,0,0,0,6
"647",0,1,0,0,0,0,0,2
"648",0,1,0,0,0,0,0,6
"649",0,1,0,0,0,0,0,7
"650",0,1,0,0,0,0,0,15
"651",0,1,0,0,0,0,0,1
"652",0,1,0,0,0,0,0,3
"653",0,1,0,0,0,0,0,3
"654",0,1,0,0,0,0,0,6
"655",0,1,0,0,0,0,0,90
"656",0,1,0,0,0,0,0,7
"657",0,1,0,0,0,0,0,8
"658",0,1,0,0,0,0,0,9
"659",0,1,0,0,0,0,0,15
"660",0,1,0,0,0,0,0,21
"661",0,1,0,0,0,0,0,20
"662",0,1,0,0,0,0,0,17
"663",0,1,0,0,0,0,0,14
"664",0,1,0,0,0,0,0,15
"665",0,1,0,0,0,0,0,9
"666",0,1,0,0,0,0,0,3
"667",0,1,0,0,0,0,0,2
"668",0,1,0,0,0,0,0,1
"669",0,1,0,0,0,0,0,28
"670",0,1,0,0,0,0,0,19
"671",0,1,0,0,0,0,0,9
"672",0,1,0,0,0,0,0,7
"673",0,1,0,0,0,0,0,26
"674",0,1,0,0,0,0,0,2
"675",0,1,0,0,0,0,0,8
"676",0,1,0,0,0,0,0,14
"677",0,1,0,0,0,0,0,22
"678",0,1,0,0,0,0,0,2
"679",0,1,0,0,0,0,0,3
"680",0,1,0,0,0,0,0,32
"681",0,1,0,0,0,0,0,1
"682",0,1,0,0,0,0,0,7
"683",0,1,0,0,0,0,0,1
"684",0,1,0,0,0,0,0,2
"685",0,1,0,0,0,0,0,10
"686",0,1,0,0,0,0,0,4
"687",0,1,0,0,0,0,0,29
"688",0,1,0,0,0,0,0,9
"689",0,1,0,0,0,0,0,6
"690",0,1,0,0,0,0,0,5
"691",0,1,0,0,0,0,0,9
"692",0,1,0,0,0,0,0,3
"693",0,1,0,0,0,0,0,2
"694",0,1,0,0,0,0,0,1
"695",0,1,0,0,0,0,0,2
"696",0,1,0,0,0,0,0,7
"697",0,1,0,0,0,0,0,2
"698",0,1,0,0,0,0,0,3
"699",0,1,0,0,0,0,0,2
"700",0,1,0,0,0,0,0,9
"701",0,1,0,0,0,0,0,168
"702",0,1,0,0,0,0,0,1
"703",0,1,0,0,0,0,0,7
"704",0,1,0,0,0,0,0,5
"705",0,1,0,0,0,0,0,30
"706",0,1,0,0,0,0,0,150
"707",0,1,0,0,0,0,0,4
"708",0,1,0,0,0,0,0,28
"709",0,1,0,0,0,0,0,13
"710",0,1,0,0,0,0,0,9
"711",0,1,0,0,0,0,0,4
"712",0,1,0,0,0,0,0,17
"713",0,1,0,0,0,0,0,8
"714",0,1,0,0,0,0,0,5
"715",0,1,0,0,0,0,0,10
"716",0,1,0,0,0,0,0,1
"717",0,1,0,0,0,0,0,6
"718",0,1,0,0,0,0,0,7
"719",0,1,0,0,0,0,0,13
"720",0,1,0,0,0,0,0,25
"721",0,1,0,0,0,0,0,69
"722",0,1,0,0,0,0,0,5
"723",0,1,0,0,0,0,0,2
"724",0,1,0,0,0,0,0,14
"725",0,1,0,0,0,0,0,1
"726",0,1,0,0,0,0,0,15
"727",0,1,0,0,0,0,0,3
"728",0,1,0,0,0,0,0,5
"729",0,1,0,0,0,0,0,6
"730",0,1,0,0,0,0,0,15
