"","before shift began","<1","2-Jan","4-Feb","6-Apr","8-Jun","10-Aug","12-Oct","16-Dec",">16","value"
"98",0,1,0,0,0,0,0,0,0,0,18
"99",0,1,0,0,0,0,0,0,0,0,9
"100",0,1,0,0,0,0,0,0,0,0,6
"101",0,1,0,0,0,0,0,0,0,0,4
"102",0,1,0,0,0,0,0,0,0,0,8
"103",0,1,0,0,0,0,0,0,0,0,11
"104",0,1,0,0,0,0,0,0,0,0,5
"105",0,1,0,0,0,0,0,0,0,0,3
"106",0,1,0,0,0,0,0,0,0,0,8
"107",0,1,0,0,0,0,0,0,0,0,14
"108",0,1,0,0,0,0,0,0,0,0,5
"109",0,1,0,0,0,0,0,0,0,0,5
"110",0,1,0,0,0,0,0,0,0,0,9
"111",0,1,0,0,0,0,0,0,0,0,43
"112",0,1,0,0,0,0,0,0,0,0,13
"113",0,1,0,0,0,0,0,0,0,0,4
"114",0,1,0,0,0,0,0,0,0,0,10
"115",0,1,0,0,0,0,0,0,0,0,18
"116",0,1,0,0,0,0,0,0,0,0,2
"117",0,1,0,0,0,0,0,0,0,0,2
"118",0,1,0,0,0,0,0,0,0,0,2
"119",0,1,0,0,0,0,0,0,0,0,2
"120",0,1,0,0,0,0,0,0,0,0,14
"121",0,1,0,0,0,0,0,0,0,0,2
"122",0,1,0,0,0,0,0,0,0,0,4
"123",0,1,0,0,0,0,0,0,0,0,6
"124",0,1,0,0,0,0,0,0,0,0,5
"125",0,1,0,0,0,0,0,0,0,0,61
"126",0,1,0,0,0,0,0,0,0,0,3
"127",0,1,0,0,0,0,0,0,0,0,1
"128",0,1,0,0,0,0,0,0,0,0,1
"129",0,1,0,0,0,0,0,0,0,0,11
"130",0,1,0,0,0,0,0,0,0,0,5
"131",0,1,0,0,0,0,0,0,0,0,7
"132",0,1,0,0,0,0,0,0,0,0,5
"133",0,1,0,0,0,0,0,0,0,0,7
"134",0,1,0,0,0,0,0,0,0,0,3
"135",0,1,0,0,0,0,0,0,0,0,9
"136",0,1,0,0,0,0,0,0,0,0,2
"137",0,1,0,0,0,0,0,0,0,0,3
"138",0,1,0,0,0,0,0,0,0,0,7
"139",0,1,0,0,0,0,0,0,0,0,1
"140",0,1,0,0,0,0,0,0,0,0,7
"141",0,1,0,0,0,0,0,0,0,0,3
"142",0,1,0,0,0,0,0,0,0,0,14
"143",0,1,0,0,0,0,0,0,0,0,4
"144",0,1,0,0,0,0,0,0,0,0,7
"145",0,1,0,0,0,0,0,0,0,0,8
"146",0,1,0,0,0,0,0,0,0,0,26
"147",0,1,0,0,0,0,0,0,0,0,4
"148",0,1,0,0,0,0,0,0,0,0,46
"149",0,1,0,0,0,0,0,0,0,0,2
"150",0,1,0,0,0,0,0,0,0,0,10
"151",0,1,0,0,0,0,0,0,0,0,12
"152",0,1,0,0,0,0,0,0,0,0,13
"153",0,1,0,0,0,0,0,0,0,0,10
"154",0,1,0,0,0,0,0,0,0,0,2
"155",0,1,0,0,0,0,0,0,0,0,14
"156",0,1,0,0,0,0,0,0,0,0,40
"157",0,1,0,0,0,0,0,0,0,0,2
"158",0,1,0,0,0,0,0,0,0,0,4
"159",0,1,0,0,0,0,0,0,0,0,3
"160",0,1,0,0,0,0,0,0,0,0,15
"161",0,1,0,0,0,0,0,0,0,0,2
"162",0,1,0,0,0,0,0,0,0,0,71
"163",0,1,0,0,0,0,0,0,0,0,4
"164",0,1,0,0,0,0,0,0,0,0,2
"165",0,1,0,0,0,0,0,0,0,0,6
"166",0,1,0,0,0,0,0,0,0,0,1
"167",0,1,0,0,0,0,0,0,0,0,14
"168",0,1,0,0,0,0,0,0,0,0,2
"169",0,1,0,0,0,0,0,0,0,0,29
"170",0,1,0,0,0,0,0,0,0,0,6
"171",0,1,0,0,0,0,0,0,0,0,5
"172",0,1,0,0,0,0,0,0,0,0,5
"173",0,1,0,0,0,0,0,0,0,0,8
"174",0,1,0,0,0,0,0,0,0,0,2
"175",0,1,0,0,0,0,0,0,0,0,69
"176",0,1,0,0,0,0,0,0,0,0,5
"177",0,1,0,0,0,0,0,0,0,0,1
"178",0,1,0,0,0,0,0,0,0,0,7
"179",0,1,0,0,0,0,0,0,0,0,12
"180",0,1,0,0,0,0,0,0,0,0,5
"181",0,1,0,0,0,0,0,0,0,0,6
"182",0,1,0,0,0,0,0,0,0,0,3
"183",0,1,0,0,0,0,0,0,0,0,119
"184",0,1,0,0,0,0,0,0,0,0,7
"185",0,1,0,0,0,0,0,0,0,0,11
"186",0,1,0,0,0,0,0,0,0,0,1
"187",0,1,0,0,0,0,0,0,0,0,14
"188",0,1,0,0,0,0,0,0,0,0,9
"189",0,1,0,0,0,0,0,0,0,0,2
"190",0,1,0,0,0,0,0,0,0,0,5
"191",0,1,0,0,0,0,0,0,0,0,5
"192",0,1,0,0,0,0,0,0,0,0,21
"193",0,1,0,0,0,0,0,0,0,0,13
"194",0,1,0,0,0,0,0,0,0,0,2
"195",0,1,0,0,0,0,0,0,0,0,15
"196",0,1,0,0,0,0,0,0,0,0,2
"197",0,1,0,0,0,0,0,0,0,0,4
"198",0,1,0,0,0,0,0,0,0,0,3
"199",0,1,0,0,0,0,0,0,0,0,4
"200",0,1,0,0,0,0,0,0,0,0,7
"201",0,1,0,0,0,0,0,0,0,0,9
"202",0,1,0,0,0,0,0,0,0,0,6
"203",0,1,0,0,0,0,0,0,0,0,6
"204",0,1,0,0,0,0,0,0,0,0,16
"205",0,1,0,0,0,0,0,0,0,0,3
"206",0,1,0,0,0,0,0,0,0,0,5
"207",0,1,0,0,0,0,0,0,0,0,14
"208",0,1,0,0,0,0,0,0,0,0,4
"209",0,1,0,0,0,0,0,0,0,0,16
"210",0,1,0,0,0,0,0,0,0,0,5
"211",0,1,0,0,0,0,0,0,0,0,9
"212",0,1,0,0,0,0,0,0,0,0,61
"213",0,1,0,0,0,0,0,0,0,0,20
"214",0,1,0,0,0,0,0,0,0,0,2
"215",0,1,0,0,0,0,0,0,0,0,65
"216",0,1,0,0,0,0,0,0,0,0,5
"217",0,1,0,0,0,0,0,0,0,0,3
"218",0,1,0,0,0,0,0,0,0,0,19
"219",0,1,0,0,0,0,0,0,0,0,8
"220",0,1,0,0,0,0,0,0,0,0,1
"221",0,1,0,0,0,0,0,0,0,0,6
"222",0,1,0,0,0,0,0,0,0,0,2
"223",0,1,0,0,0,0,0,0,0,0,4
"224",0,1,0,0,0,0,0,0,0,0,2
"225",0,1,0,0,0,0,0,0,0,0,2
"226",0,1,0,0,0,0,0,0,0,0,15
"227",0,1,0,0,0,0,0,0,0,0,3
"228",0,1,0,0,0,0,0,0,0,0,3
"229",0,1,0,0,0,0,0,0,0,0,27
"230",0,1,0,0,0,0,0,0,0,0,2
"231",0,1,0,0,0,0,0,0,0,0,6
"232",0,1,0,0,0,0,0,0,0,0,1
"233",0,1,0,0,0,0,0,0,0,0,3
"234",0,1,0,0,0,0,0,0,0,0,32
"235",0,1,0,0,0,0,0,0,0,0,22
"236",0,1,0,0,0,0,0,0,0,0,10
"237",0,1,0,0,0,0,0,0,0,0,3
"238",0,1,0,0,0,0,0,0,0,0,39
"239",0,1,0,0,0,0,0,0,0,0,1
"240",0,1,0,0,0,0,0,0,0,0,25
"241",0,1,0,0,0,0,0,0,0,0,7
"242",0,1,0,0,0,0,0,0,0,0,22
"243",0,1,0,0,0,0,0,0,0,0,7
"244",0,1,0,0,0,0,0,0,0,0,3
"245",0,1,0,0,0,0,0,0,0,0,2
"246",0,1,0,0,0,0,0,0,0,0,6
"247",0,1,0,0,0,0,0,0,0,0,2
"248",0,1,0,0,0,0,0,0,0,0,15
"249",0,1,0,0,0,0,0,0,0,0,1
"250",0,1,0,0,0,0,0,0,0,0,3
"251",0,1,0,0,0,0,0,0,0,0,1
"252",0,1,0,0,0,0,0,0,0,0,1
"253",0,1,0,0,0,0,0,0,0,0,1
"254",0,1,0,0,0,0,0,0,0,0,5
"255",0,1,0,0,0,0,0,0,0,0,10
"256",0,1,0,0,0,0,0,0,0,0,5
"257",0,1,0,0,0,0,0,0,0,0,2
"258",0,1,0,0,0,0,0,0,0,0,4
"259",0,1,0,0,0,0,0,0,0,0,12
"260",0,1,0,0,0,0,0,0,0,0,1
"261",0,1,0,0,0,0,0,0,0,0,22
"262",0,1,0,0,0,0,0,0,0,0,5
"263",0,1,0,0,0,0,0,0,0,0,30
"264",0,1,0,0,0,0,0,0,0,0,28
"265",0,1,0,0,0,0,0,0,0,0,9
"266",0,1,0,0,0,0,0,0,0,0,180
"267",0,1,0,0,0,0,0,0,0,0,11
"268",0,1,0,0,0,0,0,0,0,0,1
"269",0,1,0,0,0,0,0,0,0,0,3
"270",0,1,0,0,0,0,0,0,0,0,6
"271",0,1,0,0,0,0,0,0,0,0,5
"272",0,1,0,0,0,0,0,0,0,0,5
"273",0,1,0,0,0,0,0,0,0,0,6
"274",0,1,0,0,0,0,0,0,0,0,12
"275",0,1,0,0,0,0,0,0,0,0,2
"276",0,1,0,0,0,0,0,0,0,0,25
"277",0,1,0,0,0,0,0,0,0,0,3
"278",0,1,0,0,0,0,0,0,0,0,6
"279",0,1,0,0,0,0,0,0,0,0,9
"280",0,1,0,0,0,0,0,0,0,0,8
"281",0,1,0,0,0,0,0,0,0,0,1
"282",0,1,0,0,0,0,0,0,0,0,3
"283",0,1,0,0,0,0,0,0,0,0,2
"284",0,1,0,0,0,0,0,0,0,0,2
"285",0,1,0,0,0,0,0,0,0,0,7
"286",0,1,0,0,0,0,0,0,0,0,32
"287",0,1,0,0,0,0,0,0,0,0,5
"288",0,1,0,0,0,0,0,0,0,0,7
"289",0,1,0,0,0,0,0,0,0,0,14
"290",0,1,0,0,0,0,0,0,0,0,10
"291",0,1,0,0,0,0,0,0,0,0,11
"292",0,1,0,0,0,0,0,0,0,0,4
"293",0,1,0,0,0,0,0,0,0,0,4
"294",0,1,0,0,0,0,0,0,0,0,4
"295",0,1,0,0,0,0,0,0,0,0,10
"296",0,1,0,0,0,0,0,0,0,0,60
"297",0,1,0,0,0,0,0,0,0,0,7
"298",0,1,0,0,0,0,0,0,0,0,3
"299",0,1,0,0,0,0,0,0,0,0,10
"300",0,1,0,0,0,0,0,0,0,0,2
"301",0,1,0,0,0,0,0,0,0,0,2
"302",0,1,0,0,0,0,0,0,0,0,22
"303",0,1,0,0,0,0,0,0,0,0,4
"304",0,1,0,0,0,0,0,0,0,0,4
"305",0,1,0,0,0,0,0,0,0,0,30
"306",0,1,0,0,0,0,0,0,0,0,1
"307",0,1,0,0,0,0,0,0,0,0,1
"308",0,1,0,0,0,0,0,0,0,0,5
"309",0,1,0,0,0,0,0,0,0,0,21
"310",0,1,0,0,0,0,0,0,0,0,3
"311",0,1,0,0,0,0,0,0,0,0,4
"312",0,1,0,0,0,0,0,0,0,0,10
"313",0,1,0,0,0,0,0,0,0,0,3
"314",0,1,0,0,0,0,0,0,0,0,9
"315",0,1,0,0,0,0,0,0,0,0,2
"316",0,1,0,0,0,0,0,0,0,0,2
"317",0,1,0,0,0,0,0,0,0,0,6
"318",0,1,0,0,0,0,0,0,0,0,127
"319",0,1,0,0,0,0,0,0,0,0,3
"320",0,1,0,0,0,0,0,0,0,0,2
"321",0,1,0,0,0,0,0,0,0,0,51
"322",0,1,0,0,0,0,0,0,0,0,2
"323",0,1,0,0,0,0,0,0,0,0,10
"324",0,1,0,0,0,0,0,0,0,0,13
"325",0,1,0,0,0,0,0,0,0,0,7
"326",0,1,0,0,0,0,0,0,0,0,30
"327",0,1,0,0,0,0,0,0,0,0,3
"328",0,1,0,0,0,0,0,0,0,0,74
"329",0,1,0,0,0,0,0,0,0,0,3
"330",0,1,0,0,0,0,0,0,0,0,5
"331",0,1,0,0,0,0,0,0,0,0,5
"332",0,1,0,0,0,0,0,0,0,0,2
"333",0,1,0,0,0,0,0,0,0,0,180
"334",0,1,0,0,0,0,0,0,0,0,15
"335",0,1,0,0,0,0,0,0,0,0,3
"336",0,1,0,0,0,0,0,0,0,0,12
"337",0,1,0,0,0,0,0,0,0,0,2
"338",0,1,0,0,0,0,0,0,0,0,2
"339",0,1,0,0,0,0,0,0,0,0,2
"340",0,1,0,0,0,0,0,0,0,0,20
"341",0,1,0,0,0,0,0,0,0,0,4
"342",0,1,0,0,0,0,0,0,0,0,2
"343",0,1,0,0,0,0,0,0,0,0,14
"344",0,1,0,0,0,0,0,0,0,0,2
"345",0,1,0,0,0,0,0,0,0,0,3
"346",0,1,0,0,0,0,0,0,0,0,2
"347",0,1,0,0,0,0,0,0,0,0,4
"348",0,1,0,0,0,0,0,0,0,0,4
"349",0,1,0,0,0,0,0,0,0,0,3
"350",0,1,0,0,0,0,0,0,0,0,2
"351",0,1,0,0,0,0,0,0,0,0,5
"352",0,1,0,0,0,0,0,0,0,0,2
"353",0,1,0,0,0,0,0,0,0,0,10
"354",0,1,0,0,0,0,0,0,0,0,19
"355",0,1,0,0,0,0,0,0,0,0,8
"356",0,1,0,0,0,0,0,0,0,0,12
"357",0,1,0,0,0,0,0,0,0,0,1
"358",0,1,0,0,0,0,0,0,0,0,8
"359",0,1,0,0,0,0,0,0,0,0,3
"360",0,1,0,0,0,0,0,0,0,0,65
"361",0,1,0,0,0,0,0,0,0,0,14
"362",0,1,0,0,0,0,0,0,0,0,26
"363",0,1,0,0,0,0,0,0,0,0,2
"364",0,1,0,0,0,0,0,0,0,0,14
"365",0,1,0,0,0,0,0,0,0,0,4
"366",0,1,0,0,0,0,0,0,0,0,3
"367",0,1,0,0,0,0,0,0,0,0,4
"368",0,1,0,0,0,0,0,0,0,0,3
"369",0,1,0,0,0,0,0,0,0,0,9
"370",0,1,0,0,0,0,0,0,0,0,2
"371",0,1,0,0,0,0,0,0,0,0,1
"372",0,1,0,0,0,0,0,0,0,0,7
"373",0,1,0,0,0,0,0,0,0,0,60
"374",0,1,0,0,0,0,0,0,0,0,7
"375",0,1,0,0,0,0,0,0,0,0,19
"376",0,1,0,0,0,0,0,0,0,0,15
"377",0,1,0,0,0,0,0,0,0,0,12
"378",0,1,0,0,0,0,0,0,0,0,2
"379",0,1,0,0,0,0,0,0,0,0,5
"380",0,1,0,0,0,0,0,0,0,0,7
"381",0,1,0,0,0,0,0,0,0,0,2
"382",0,1,0,0,0,0,0,0,0,0,14
"383",0,1,0,0,0,0,0,0,0,0,18
"384",0,1,0,0,0,0,0,0,0,0,21
"385",0,1,0,0,0,0,0,0,0,0,6
"386",0,1,0,0,0,0,0,0,0,0,5
"387",0,1,0,0,0,0,0,0,0,0,30
"388",0,1,0,0,0,0,0,0,0,0,28
"389",0,1,0,0,0,0,0,0,0,0,13
"390",0,1,0,0,0,0,0,0,0,0,7
"391",0,1,0,0,0,0,0,0,0,0,10
"392",0,1,0,0,0,0,0,0,0,0,7
"393",0,1,0,0,0,0,0,0,0,0,6
"394",0,1,0,0,0,0,0,0,0,0,4
"395",0,1,0,0,0,0,0,0,0,0,11
"396",0,1,0,0,0,0,0,0,0,0,3
"397",0,1,0,0,0,0,0,0,0,0,4
"398",0,1,0,0,0,0,0,0,0,0,54
"399",0,1,0,0,0,0,0,0,0,0,12
"400",0,1,0,0,0,0,0,0,0,0,1
"401",0,1,0,0,0,0,0,0,0,0,5
"402",0,1,0,0,0,0,0,0,0,0,3
"403",0,1,0,0,0,0,0,0,0,0,2
"404",0,1,0,0,0,0,0,0,0,0,2
"405",0,1,0,0,0,0,0,0,0,0,2
"406",0,1,0,0,0,0,0,0,0,0,3
"407",0,1,0,0,0,0,0,0,0,0,7
"408",0,1,0,0,0,0,0,0,0,0,71
"409",0,1,0,0,0,0,0,0,0,0,2
"410",0,1,0,0,0,0,0,0,0,0,9
"411",0,1,0,0,0,0,0,0,0,0,1
"412",0,1,0,0,0,0,0,0,0,0,3
"413",0,1,0,0,0,0,0,0,0,0,3
"414",0,1,0,0,0,0,0,0,0,0,10
"415",0,1,0,0,0,0,0,0,0,0,2
"416",0,1,0,0,0,0,0,0,0,0,7
"417",0,1,0,0,0,0,0,0,0,0,3
"418",0,1,0,0,0,0,0,0,0,0,3
"419",0,1,0,0,0,0,0,0,0,0,4
"420",0,1,0,0,0,0,0,0,0,0,4
"421",0,1,0,0,0,0,0,0,0,0,2
"422",0,1,0,0,0,0,0,0,0,0,4
"423",0,1,0,0,0,0,0,0,0,0,1
"424",0,1,0,0,0,0,0,0,0,0,1
"425",0,1,0,0,0,0,0,0,0,0,3
"426",0,1,0,0,0,0,0,0,0,0,3
"427",0,1,0,0,0,0,0,0,0,0,10
"428",0,1,0,0,0,0,0,0,0,0,12
"429",0,1,0,0,0,0,0,0,0,0,70
"430",0,0,1,0,0,0,0,0,0,0,18
"431",0,0,1,0,0,0,0,0,0,0,28
"432",0,0,1,0,0,0,0,0,0,0,13
"433",0,0,1,0,0,0,0,0,0,0,96
"434",0,0,1,0,0,0,0,0,0,0,1
"435",0,0,1,0,0,0,0,0,0,0,1
"436",0,0,1,0,0,0,0,0,0,0,2
"437",0,0,1,0,0,0,0,0,0,0,2
"438",0,0,1,0,0,0,0,0,0,0,4
"439",0,0,1,0,0,0,0,0,0,0,4
"440",0,0,1,0,0,0,0,0,0,0,7
"441",0,0,1,0,0,0,0,0,0,0,16
"442",0,0,1,0,0,0,0,0,0,0,5
"443",0,0,1,0,0,0,0,0,0,0,4
"444",0,0,1,0,0,0,0,0,0,0,2
"445",0,0,1,0,0,0,0,0,0,0,7
"446",0,0,1,0,0,0,0,0,0,0,9
"447",0,0,1,0,0,0,0,0,0,0,10
"448",0,0,1,0,0,0,0,0,0,0,6
"449",0,0,1,0,0,0,0,0,0,0,16
"450",0,0,1,0,0,0,0,0,0,0,2
"451",0,0,1,0,0,0,0,0,0,0,10
"452",0,0,1,0,0,0,0,0,0,0,3
"453",0,0,1,0,0,0,0,0,0,0,18
"454",0,0,1,0,0,0,0,0,0,0,20
"455",0,0,1,0,0,0,0,0,0,0,13
"456",0,0,1,0,0,0,0,0,0,0,4
"457",0,0,1,0,0,0,0,0,0,0,3
"458",0,0,1,0,0,0,0,0,0,0,4
"459",0,0,1,0,0,0,0,0,0,0,22
"460",0,0,1,0,0,0,0,0,0,0,3
"461",0,0,1,0,0,0,0,0,0,0,33
"462",0,0,1,0,0,0,0,0,0,0,2
"463",0,0,1,0,0,0,0,0,0,0,35
"464",0,0,1,0,0,0,0,0,0,0,4
"465",0,0,1,0,0,0,0,0,0,0,1
"466",0,0,1,0,0,0,0,0,0,0,20
"467",0,0,1,0,0,0,0,0,0,0,14
"468",0,0,1,0,0,0,0,0,0,0,5
"469",0,0,1,0,0,0,0,0,0,0,8
"470",0,0,1,0,0,0,0,0,0,0,6
"471",0,0,1,0,0,0,0,0,0,0,10
"472",0,0,1,0,0,0,0,0,0,0,5
"473",0,0,1,0,0,0,0,0,0,0,21
"474",0,0,1,0,0,0,0,0,0,0,10
"475",0,0,1,0,0,0,0,0,0,0,4
"476",0,0,1,0,0,0,0,0,0,0,2
"477",0,0,1,0,0,0,0,0,0,0,8
"478",0,0,1,0,0,0,0,0,0,0,7
"479",0,0,1,0,0,0,0,0,0,0,19
"480",0,0,1,0,0,0,0,0,0,0,6
"481",0,0,1,0,0,0,0,0,0,0,5
"482",0,0,1,0,0,0,0,0,0,0,4
"483",0,0,1,0,0,0,0,0,0,0,4
"484",0,0,1,0,0,0,0,0,0,0,7
"485",0,0,1,0,0,0,0,0,0,0,16
"486",0,0,1,0,0,0,0,0,0,0,5
"487",0,0,1,0,0,0,0,0,0,0,4
"488",0,0,1,0,0,0,0,0,0,0,2
"489",0,0,1,0,0,0,0,0,0,0,7
"490",0,0,1,0,0,0,0,0,0,0,6
"491",0,0,1,0,0,0,0,0,0,0,3
"492",0,0,1,0,0,0,0,0,0,0,6
"493",0,0,1,0,0,0,0,0,0,0,18
"494",0,0,1,0,0,0,0,0,0,0,23
"495",0,0,1,0,0,0,0,0,0,0,30
"496",0,0,1,0,0,0,0,0,0,0,1
"497",0,0,1,0,0,0,0,0,0,0,10
"498",0,0,1,0,0,0,0,0,0,0,10
"499",0,0,1,0,0,0,0,0,0,0,12
"500",0,0,1,0,0,0,0,0,0,0,20
"501",0,0,1,0,0,0,0,0,0,0,13
"502",0,0,1,0,0,0,0,0,0,0,6
"503",0,0,1,0,0,0,0,0,0,0,1
"504",0,0,1,0,0,0,0,0,0,0,180
"505",0,0,1,0,0,0,0,0,0,0,4
"506",0,0,1,0,0,0,0,0,0,0,3
"507",0,0,1,0,0,0,0,0,0,0,4
"508",0,0,1,0,0,0,0,0,0,0,5
"509",0,0,1,0,0,0,0,0,0,0,5
"510",0,0,1,0,0,0,0,0,0,0,22
"511",0,0,1,0,0,0,0,0,0,0,3
"512",0,0,1,0,0,0,0,0,0,0,5
"513",0,0,1,0,0,0,0,0,0,0,5
"514",0,0,1,0,0,0,0,0,0,0,10
"515",0,0,1,0,0,0,0,0,0,0,5
"516",0,0,1,0,0,0,0,0,0,0,6
"517",0,0,1,0,0,0,0,0,0,0,15
"518",0,0,1,0,0,0,0,0,0,0,5
"519",0,0,1,0,0,0,0,0,0,0,3
"520",0,0,1,0,0,0,0,0,0,0,2
"521",0,0,1,0,0,0,0,0,0,0,5
"522",0,0,1,0,0,0,0,0,0,0,4
"523",0,0,1,0,0,0,0,0,0,0,4
"524",0,0,1,0,0,0,0,0,0,0,33
"525",0,0,1,0,0,0,0,0,0,0,14
"526",0,0,1,0,0,0,0,0,0,0,2
"527",0,0,1,0,0,0,0,0,0,0,64
"528",0,0,1,0,0,0,0,0,0,0,15
"529",0,0,1,0,0,0,0,0,0,0,7
"530",0,0,1,0,0,0,0,0,0,0,10
"531",0,0,1,0,0,0,0,0,0,0,35
"532",0,0,1,0,0,0,0,0,0,0,3
"533",0,0,1,0,0,0,0,0,0,0,10
"534",0,0,1,0,0,0,0,0,0,0,4
"535",0,0,1,0,0,0,0,0,0,0,3
"536",0,0,1,0,0,0,0,0,0,0,1
"537",0,0,1,0,0,0,0,0,0,0,5
"538",0,0,1,0,0,0,0,0,0,0,2
"539",0,0,1,0,0,0,0,0,0,0,6
"540",0,0,1,0,0,0,0,0,0,0,6
"541",0,0,1,0,0,0,0,0,0,0,5
"542",0,0,1,0,0,0,0,0,0,0,20
"543",0,0,1,0,0,0,0,0,0,0,14
"544",0,0,1,0,0,0,0,0,0,0,5
"545",0,0,1,0,0,0,0,0,0,0,1
"546",0,0,1,0,0,0,0,0,0,0,4
"547",0,0,1,0,0,0,0,0,0,0,8
"548",0,0,1,0,0,0,0,0,0,0,6
"549",0,0,1,0,0,0,0,0,0,0,10
"550",0,0,1,0,0,0,0,0,0,0,5
"551",0,0,1,0,0,0,0,0,0,0,15
"552",0,0,1,0,0,0,0,0,0,0,21
