"","Intentional injury by other person","Injury by person-unintentional or intent unknown","Animal and insect related incidents","Violence and other injuries by persons or animal","Roadway incidents involving motorized land vehicles","Transportation incidents","Fires and explosions","Slips, trips without fall","Fall on same level","Fall to lower level","Falls, slips, trips","Exposure to harmful substances or enviroments","Struck by object or equipment","Struck against object or equipment","Caught in or compressed by object or equipment","Contact with object, equipment","Repetitive motion involving microtasks","Overexertion in lifting or lowering","Overexertion and bodily reaction","all other","value"
"1119",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1120",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1122",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"1123",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"1125",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1126",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
"1127",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1129",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1130",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
"1131",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40
"1133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26
"1134",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65
"1135",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
"1136",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30
"1137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1139",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1140",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1142",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"1143",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1144",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82
"1146",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"1147",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80
"1148",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34
"1149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1150",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76
"1151",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"1152",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1153",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1154",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
"1155",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28
"1156",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1157",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"1158",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1159",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"1160",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1161",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1162",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"1163",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35
"1164",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1165",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35
"1166",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1167",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1168",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"1169",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1170",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1171",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1172",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"1173",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1174",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"1175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1176",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1177",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1178",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1179",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1180",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"1181",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"1182",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1183",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134
"1184",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90
"1185",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45
"1186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1187",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
"1188",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1189",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1190",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1191",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1192",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1193",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
"1194",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"1195",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1196",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"1197",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
"1198",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1199",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30
"1201",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1202",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1203",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1204",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"1205",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1206",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"1207",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
"1208",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"1209",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
"1210",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70
"1211",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1212",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
"1213",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1214",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
"1215",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1216",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1217",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68
"1218",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58
"1219",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"1220",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
"1221",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1222",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
"1223",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1224",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1225",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180
"1226",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70
"1227",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58
"1228",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1229",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"1230",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1231",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120
"1232",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
"1233",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
"1234",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1235",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1236",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68
"1237",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1238",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
"1239",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1240",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37
"1241",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1242",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1243",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
"1244",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1245",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"1246",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1247",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23
"1248",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"1249",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
"1250",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1251",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1252",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
"1253",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1254",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1255",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"1256",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67
"1257",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1258",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180
"1259",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137
"1260",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1261",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68
"1262",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1263",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70
"1264",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70
"1265",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58
"1266",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1267",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"1268",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1269",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
"1270",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120
"1271",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
"1272",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32
"1273",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115
"1274",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116
"1275",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150
"1276",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108
"1277",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"1278",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"1279",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1280",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34
"1281",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1282",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
"1283",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58
"1284",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"1285",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
"1286",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
"1287",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1290",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"1292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
"1293",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"1294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68
"1295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66
"1296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1297",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
"1301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31
"1305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
"1307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
"1310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84
"1312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107
"1313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
"1314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1318",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95
"1319",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1320",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40
"1321",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180
"1322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1324",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
"1325",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1326",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
"1327",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
"1328",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144
"1329",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118
"1330",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110
"1331",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
"1332",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1333",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1334",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40
"1335",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"1336",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
"1337",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1338",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"1339",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"1340",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1341",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
"1342",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115
"1343",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1344",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128
"1345",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84
"1346",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1347",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120
"1348",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1349",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1350",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1351",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"1352",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1353",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107
"1354",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1355",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"1356",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1357",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75
"1358",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1359",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1360",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95
"1361",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1362",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"1363",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1364",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45
"1365",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"1366",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
"1367",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1368",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1369",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1370",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70
"1371",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40
"1372",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
"1373",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"1374",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180
"1375",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1376",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1377",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1378",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1379",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45
"1380",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75
"1381",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1382",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1383",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1384",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"1385",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1386",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1387",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1388",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"1389",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1390",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1391",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1392",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103
"1393",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111
"1394",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1395",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1396",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1397",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1398",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48
"1399",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1400",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
"1401",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1402",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1403",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"1404",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"1405",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"1406",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1407",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100
"1408",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"1409",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
"1410",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"1411",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
"1412",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1413",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"1414",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"1415",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59
"1416",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
"1417",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
