"","Containers, furniture, and fixtures","Machinery","Firearms, law enforcement, and other self-defense equipment","Tools, instruments, and equipment","Highway vehicle, motorized","Vehicles","Ice, sleet, snow","Liquids-nonchemical","all other","value"
"1204",0,0,0,0,0,0,0,0,1,5
"1205",0,0,0,0,0,0,0,0,1,3
"1206",0,0,0,0,0,0,0,0,1,10
"1207",0,0,0,0,0,0,0,0,1,3
"1208",0,0,0,0,0,0,0,0,1,7
"1209",0,0,0,0,0,0,0,0,1,5
"1210",0,0,0,0,0,0,0,0,1,6
"1211",0,0,0,0,0,0,0,0,1,4
"1212",0,0,0,0,0,0,0,0,1,4
"1213",0,0,0,0,0,0,0,0,1,4
"1214",0,0,0,0,0,0,0,0,1,8
"1215",0,0,0,0,0,0,0,0,1,7
"1216",0,0,0,0,0,0,0,0,1,7
"1217",0,0,0,0,0,0,0,0,1,5
"1218",0,0,0,0,0,0,0,0,1,4
"1219",0,0,0,0,0,0,0,0,1,4
"1220",0,0,0,0,0,0,0,0,1,14
"1221",0,0,0,0,0,0,0,0,1,5
"1222",0,0,0,0,0,0,0,0,1,7
"1223",0,0,0,0,0,0,0,0,1,3
"1224",0,0,0,0,0,0,0,0,1,5
"1225",0,0,0,0,0,0,0,0,1,9
"1226",0,0,0,0,0,0,0,0,1,11
"1227",0,0,0,0,0,0,0,0,1,2
"1228",0,0,0,0,0,0,0,0,1,3
"1229",0,0,0,0,0,0,0,0,1,3
"1230",0,0,0,0,0,0,0,0,1,1
"1231",0,0,0,0,0,0,0,0,1,2
"1232",0,0,0,0,0,0,0,0,1,3
"1233",0,0,0,0,0,0,0,0,1,3
"1234",0,0,0,0,0,0,0,0,1,4
"1235",0,0,0,0,0,0,0,0,1,4
"1236",0,0,0,0,0,0,0,0,1,3
"1237",0,0,0,0,0,0,0,0,1,7
"1238",0,0,0,0,0,0,0,0,1,6
"1239",0,0,0,0,0,0,0,0,1,4
"1240",0,0,0,0,0,0,0,0,1,9
"1241",0,0,0,0,0,0,0,0,1,5
"1242",0,0,0,0,0,0,0,0,1,3
"1243",0,0,0,0,0,0,0,0,1,15
"1244",0,0,0,0,0,0,0,0,1,5
"1245",0,0,0,0,0,0,0,0,1,5
"1246",0,0,0,0,0,0,0,0,1,9
"1247",0,0,0,0,0,0,0,0,1,14
"1248",0,0,0,0,0,0,0,0,1,6
"1249",0,0,0,0,0,0,0,0,1,6
"1250",0,0,0,0,0,0,0,0,1,4
"1251",0,0,0,0,0,0,0,0,1,5
"1252",0,0,0,0,0,0,0,0,1,2
"1253",0,0,0,0,0,0,0,0,1,5
"1254",0,0,0,0,0,0,0,0,1,4
"1255",0,0,0,0,0,0,0,0,1,7
"1256",0,0,0,0,0,0,0,0,1,5
"1257",0,0,0,0,0,0,0,0,1,5
"1258",0,0,0,0,0,0,0,0,1,5
"1259",0,0,0,0,0,0,0,0,1,4
"1260",0,0,0,0,0,0,0,0,1,5
"1261",0,0,0,0,0,0,0,0,1,13
"1262",0,0,0,0,0,0,0,0,1,5
"1263",0,0,0,0,0,0,0,0,1,14
"1264",0,0,0,0,0,0,0,0,1,7
"1265",0,0,0,0,0,0,0,0,1,4
"1266",0,0,0,0,0,0,0,0,1,4
"1267",0,0,0,0,0,0,0,0,1,2
"1268",0,0,0,0,0,0,0,0,1,6
"1269",0,0,0,0,0,0,0,0,1,4
"1270",0,0,0,0,0,0,0,0,1,4
"1271",0,0,0,0,0,0,0,0,1,7
"1272",0,0,0,0,0,0,0,0,1,3
"1273",0,0,0,0,0,0,0,0,1,12
"1274",0,0,0,0,0,0,0,0,1,6
"1275",0,0,0,0,0,0,0,0,1,5
"1276",0,0,0,0,0,0,0,0,1,9
"1277",0,0,0,0,0,0,0,0,1,3
"1278",0,0,0,0,0,0,0,0,1,12
"1279",0,0,0,0,0,0,0,0,1,3
"1280",0,0,0,0,0,0,0,0,1,4
"1281",0,0,0,0,0,0,0,0,1,4
"1282",0,0,0,0,0,0,0,0,1,4
"1283",0,0,0,0,0,0,0,0,1,3
"1284",0,0,0,0,0,0,0,0,1,7
"1285",0,0,0,0,0,0,0,0,1,3
"1286",0,0,0,0,0,0,0,0,1,2
"1287",0,0,0,0,0,0,0,0,1,5
"1288",0,0,0,0,0,0,0,0,1,6
"1289",0,0,0,0,0,0,0,0,1,5
"1290",0,0,0,0,0,0,0,0,1,4
"1291",0,0,0,0,0,0,0,0,1,12
"1292",0,0,0,0,0,0,0,0,1,7
"1293",0,0,0,0,0,0,0,0,1,5
"1294",0,0,0,0,0,0,0,0,1,10
"1295",0,0,0,0,0,0,0,0,1,6
"1296",0,0,0,0,0,0,0,0,1,10
"1297",0,0,0,0,0,0,0,0,1,15
"1298",0,0,0,0,0,0,0,0,1,4
"1299",0,0,0,0,0,0,0,0,1,4
"1300",0,0,0,0,0,0,0,0,1,5
"1301",0,0,0,0,0,0,0,0,1,5
"1302",0,0,0,0,0,0,0,0,1,7
"1303",0,0,0,0,0,0,0,0,1,4
"1304",0,0,0,0,0,0,0,0,1,5
"1305",0,0,0,0,0,0,0,0,1,7
"1306",0,0,0,0,0,0,0,0,1,7
"1307",0,0,0,0,0,0,0,0,1,8
"1308",0,0,0,0,0,0,0,0,1,18
"1309",0,0,0,0,0,0,0,0,1,7
"1310",0,0,0,0,0,0,0,0,1,5
"1311",0,0,0,0,0,0,0,0,1,5
"1312",0,0,0,0,0,0,0,0,1,4
"1313",0,0,0,0,0,0,0,0,1,5
"1314",0,0,0,0,0,0,0,0,1,3
"1315",0,0,0,0,0,0,0,0,1,2
"1316",0,0,0,0,0,0,0,0,1,3
"1317",0,0,0,0,0,0,0,0,1,6
"1318",0,0,0,0,0,0,0,0,1,10
"1319",0,0,0,0,0,0,0,0,1,4
"1320",0,0,0,0,0,0,0,0,1,5
"1321",0,0,0,0,0,0,0,0,1,3
"1322",0,0,0,0,0,0,0,0,1,9
"1323",0,0,0,0,0,0,0,0,1,19
"1324",0,0,0,0,0,0,0,0,1,11
"1325",0,0,0,0,0,0,0,0,1,5
"1326",0,0,0,0,0,0,0,0,1,26
"1327",0,0,0,0,0,0,0,0,1,8
"1328",0,0,0,0,0,0,0,0,1,8
"1329",0,0,0,0,0,0,0,0,1,9
"1330",0,0,0,0,0,0,0,0,1,7
"1331",0,0,0,0,0,0,0,0,1,5
"1332",0,0,0,0,0,0,0,0,1,2
"1333",0,0,0,0,0,0,0,0,1,4
"1334",0,0,0,0,0,0,0,0,1,4
"1335",0,0,0,0,0,0,0,0,1,4
"1336",0,0,0,0,0,0,0,0,1,10
"1337",0,0,0,0,0,0,0,0,1,5
"1338",0,0,0,0,0,0,0,0,1,2
"1339",0,0,0,0,0,0,0,0,1,4
"1340",0,0,0,0,0,0,0,0,1,4
"1341",0,0,0,0,0,0,0,0,1,4
"1342",0,0,0,0,0,0,0,0,1,5
"1343",0,0,0,0,0,0,0,0,1,6
"1344",0,0,0,0,0,0,0,0,1,3
"1345",0,0,0,0,0,0,0,0,1,5
"1346",0,0,0,0,0,0,0,0,1,21
"1347",0,0,0,0,0,0,0,0,1,3
"1348",0,0,0,0,0,0,0,0,1,4
"1349",0,0,0,0,0,0,0,0,1,4
"1350",0,0,0,0,0,0,0,0,1,2
"1351",0,0,0,0,0,0,0,0,1,3
"1352",0,0,0,0,0,0,0,0,1,3
"1353",0,0,0,0,0,0,0,0,1,6
"1354",0,0,0,0,0,0,0,0,1,3
"1355",0,0,0,0,0,0,0,0,1,5
"1356",0,0,0,0,0,0,0,0,1,3
"1357",0,0,0,0,0,0,0,0,1,6
"1358",0,0,0,0,0,0,0,0,1,8
"1359",0,0,0,0,0,0,0,0,1,9
"1360",0,0,0,0,0,0,0,0,1,3
"1361",0,0,0,0,0,0,0,0,1,3
"1362",0,0,0,0,0,0,0,0,1,4
"1363",0,0,0,0,0,0,0,0,1,3
"1364",0,0,0,0,0,0,0,0,1,4
"1365",0,0,0,0,0,0,0,0,1,4
"1366",0,0,0,0,0,0,0,0,1,3
"1367",0,0,0,0,0,0,0,0,1,3
"1368",0,0,0,0,0,0,0,0,1,3
"1369",0,0,0,0,0,0,0,0,1,3
"1370",0,0,0,0,0,0,0,0,1,44
"1371",0,0,0,0,0,0,0,0,1,8
"1372",0,0,0,0,0,0,0,0,1,7
"1373",0,0,0,0,0,0,0,0,1,2
"1374",0,0,0,0,0,0,0,0,1,4
"1375",0,0,0,0,0,0,0,0,1,2
"1376",0,0,0,0,0,0,0,0,1,3
"1377",0,0,0,0,0,0,0,0,1,4
"1378",0,0,0,0,0,0,0,0,1,3
"1379",0,0,0,0,0,0,0,0,1,5
"1380",0,0,0,0,0,0,0,0,1,5
